total_loc,blank_loc,comment_loc,code_and_comment_loc,executable_loc,unique_operands,unique_operators,total_operands,total_operators,halstead_vocabulary,halstead_length,halstead_volume,halstead_level,halstead_difficulty,halstead_effort,halstead_error,halstead_time,branch_count,decision_count,call_pairs,condition_count,multiple_condition_count,cyclomatic_complexity,cyclomatic_density,decision_density,design_complexity,design_density,normalized_cyclomatic_complexity,formal_parameters,defects
15.0,4.0,0.0,0.0,11.0,11.0,5.0,19.0,22.0,16.0,41.0,113.0,0.23158,4.3182,487.9545,0.037667,27.1086,0.0,0.0,7.0,0.0,0.0,1.0,0.090909,0.0,7.0,7.0,0.06666699999999999,1.0,-1
22.0,4.0,1.0,0.0,17.0,17.0,9.0,25.0,36.0,26.0,61.0,198.0,0.15111,6.6176,1310.2941,0.066,72.7941,4.0,2.0,7.0,1.0,0.0,3.0,0.17647000000000002,2.0,7.0,2.3333,0.13635999999999998,2.0,-1
10.0,4.0,0.0,0.0,6.0,9.0,6.0,24.0,23.0,15.0,47.0,127.0,0.125,8.0,1016.0,0.042333,56.4444,0.0,0.0,3.0,0.0,0.0,1.0,0.16667,0.0,3.0,3.0,0.1,2.0,-1
23.0,5.0,1.0,0.0,17.0,15.0,10.0,43.0,58.0,25.0,101.0,325.0,0.069767,14.3333,4658.3333,0.10833,258.7963,16.0,8.0,4.0,8.0,4.0,5.0,0.29412,1.0,4.0,0.8,0.21739,1.0,-1
86.0,22.0,8.0,3.0,56.0,31.0,11.0,76.0,113.0,42.0,189.0,706.0,0.07416299999999999,13.4839,9519.6129,0.23533,528.8674,24.0,12.0,3.0,11.0,4.0,9.0,0.16071,1.0909,3.0,0.33333,0.10465,0.0,-1
115.0,17.0,1.0,1.0,97.0,35.0,16.0,154.0,204.0,51.0,358.0,1407.0,0.028409,35.2,49526.4,0.469,2751.4667,52.0,26.0,2.0,25.0,4.0,21.0,0.21649,1.04,2.0,0.095238,0.18261,0.0,-1
150.0,43.0,5.0,1.0,102.0,79.0,16.0,184.0,229.0,95.0,413.0,1880.0,0.053667999999999993,18.6329,35029.8734,0.62667,1946.1041,48.0,24.0,13.0,21.0,7.0,18.0,0.17647000000000002,1.1429,13.0,0.72222,0.12,0.0,1
47.0,14.0,17.0,0.0,16.0,45.0,5.0,50.0,52.0,50.0,102.0,399.0,0.36,2.7778,1108.3333,0.133,61.5741,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.0,0.0,0.021277,0.0,-1
35.0,13.0,15.0,0.0,7.0,26.0,4.0,29.0,31.0,30.0,60.0,204.0,0.44828,2.2308,455.0769,0.068,25.2821,0.0,0.0,0.0,0.0,0.0,1.0,0.14286,0.0,0.0,0.0,0.028571,0.0,-1
65.0,18.0,9.0,0.0,38.0,43.0,10.0,92.0,110.0,53.0,202.0,801.0,0.093478,10.6977,8568.8372,0.267,476.0465,20.0,10.0,14.0,10.0,0.0,11.0,0.28947,1.0,14.0,1.2727,0.16923,0.0,-1
29.0,4.0,1.0,0.0,24.0,27.0,5.0,55.0,57.0,32.0,112.0,388.0,0.19636,5.0926,1975.9259,0.12933,109.7737,0.0,0.0,10.0,0.0,0.0,1.0,0.041667,0.0,10.0,10.0,0.034483,0.0,-1
42.0,13.0,0.0,0.0,29.0,27.0,14.0,65.0,85.0,41.0,150.0,557.0,0.059341,16.8519,9386.4815,0.18567,521.4712,18.0,9.0,0.0,8.0,2.0,8.0,0.27586,1.125,0.0,0.0,0.19048,0.0,-1
14.0,3.0,0.0,0.0,11.0,14.0,7.0,34.0,43.0,21.0,77.0,234.0,0.11765,8.5,1989.0,0.078,110.5,26.0,13.0,1.0,13.0,6.0,8.0,0.72727,1.0,1.0,0.125,0.57143,0.0,-1
29.0,8.0,0.0,0.0,21.0,18.0,8.0,36.0,46.0,26.0,82.0,267.0,0.125,8.0,2136.0,0.08900000000000001,118.6667,8.0,4.0,2.0,4.0,1.0,4.0,0.19048,1.0,2.0,0.5,0.13793,0.0,-1
151.0,38.0,13.0,4.0,100.0,64.0,28.0,189.0,285.0,92.0,474.0,2143.0,0.024187,41.3438,88599.6562,0.71433,4922.2031,64.0,32.0,0.0,29.0,3.0,29.0,0.29,1.1034,0.0,0.0,0.19205,0.0,-1
42.0,8.0,3.0,0.0,31.0,18.0,11.0,40.0,59.0,29.0,99.0,333.0,0.081818,12.2222,4070.0,0.111,226.1111,16.0,8.0,0.0,8.0,4.0,5.0,0.16129000000000002,1.0,0.0,0.0,0.11905,0.0,-1
208.0,38.0,28.0,4.0,142.0,70.0,17.0,259.0,371.0,87.0,630.0,2813.0,0.031797000000000006,31.45,88468.85,0.93767,4914.9361,104.0,52.0,17.0,52.0,12.0,41.0,0.28873000000000004,1.0,17.0,0.41463,0.19712,0.0,1
48.0,9.0,8.0,4.0,31.0,28.0,14.0,56.0,88.0,42.0,144.0,538.0,0.07142899999999999,14.0,7532.0,0.17933,418.4444,32.0,16.0,6.0,16.0,5.0,12.0,0.3871,1.0,6.0,0.5,0.25,0.0,-1
135.0,44.0,20.0,2.0,71.0,87.0,23.0,203.0,258.0,110.0,461.0,2166.0,0.037267,26.8333,58121.0,0.722,3228.9444,70.0,35.0,4.0,35.0,10.0,26.0,0.3662,1.0,4.0,0.15385,0.19259,0.0,1
125.0,25.0,12.0,4.0,88.0,62.0,27.0,153.0,229.0,89.0,382.0,1714.0,0.030017,33.3145,57101.0807,0.57133,3172.2823,70.0,35.0,9.0,33.0,6.0,29.0,0.32955,1.0606,9.0,0.31034,0.232,0.0,1
14.0,2.0,0.0,0.0,12.0,13.0,11.0,18.0,29.0,24.0,47.0,149.0,0.13130999999999998,7.6154,1134.6923,0.049667,63.0385,8.0,4.0,1.0,4.0,0.0,5.0,0.41667,1.0,1.0,0.2,0.35714,0.0,-1
147.0,32.0,10.0,4.0,105.0,46.0,17.0,165.0,247.0,63.0,412.0,1706.0,0.032799,30.4891,52014.4565,0.56867,2889.692,92.0,46.0,0.0,46.0,8.0,38.0,0.3619,1.0,0.0,0.0,0.2585,0.0,-1
214.0,55.0,38.0,8.0,121.0,71.0,23.0,221.0,309.0,94.0,530.0,2407.0,0.027936,35.7958,86160.4296,0.80233,4786.6905,108.0,54.0,4.0,54.0,17.0,37.0,0.30579,1.0,4.0,0.10811,0.1729,0.0,1
112.0,23.0,7.0,3.0,82.0,35.0,23.0,226.0,305.0,58.0,531.0,2156.0,0.013466999999999998,74.2571,160098.4,0.71867,8894.3556,90.0,45.0,1.0,43.0,15.0,30.0,0.36585,1.0465,1.0,0.033333,0.26786,0.0,-1
110.0,29.0,11.0,3.0,70.0,48.0,23.0,135.0,182.0,71.0,317.0,1351.0,0.030918,32.3438,43696.4062,0.45033,2427.5781,54.0,27.0,1.0,26.0,7.0,21.0,0.3,1.0385,1.0,0.047619,0.19091,0.0,1
49.0,14.0,7.0,3.0,28.0,23.0,16.0,53.0,74.0,39.0,127.0,465.0,0.054245,18.4348,8572.1739,0.155,476.2319,22.0,11.0,0.0,11.0,3.0,9.0,0.32143,1.0,0.0,0.0,0.18367,0.0,1
