AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,isDefective
2.0,2.0,2.0,1.0,15.0,2.0,10.0,2.0,122.0,25.0,83.0,30.0,40.0,14.0,43.0,61.0,23.0,38.0,4.0,4.0,4.0,0.17,14.0,14.0,14.0,6.0,1
3.0,3.0,4.0,1.0,17.0,2.0,14.0,0.0,281.0,45.0,223.0,57.0,125.0,14.0,113.0,170.0,52.0,118.0,9.0,9.0,13.0,0.06,41.0,41.0,49.0,17.0,-1
3.0,3.0,3.0,1.0,16.0,2.0,13.0,0.0,207.0,34.0,169.0,62.0,79.0,4.0,96.0,127.0,48.0,79.0,9.0,9.0,9.0,0.02,21.0,21.0,21.0,7.0,1
4.0,2.0,4.0,1.0,14.0,1.0,13.0,0.0,366.0,57.0,203.0,58.0,104.0,106.0,104.0,134.0,51.0,83.0,30.0,12.0,30.0,0.52,59.0,41.0,61.0,17.0,-1
2.0,2.0,3.0,1.0,11.0,0.0,9.0,1.0,215.0,28.0,98.0,27.0,51.0,96.0,50.0,67.0,25.0,42.0,10.0,10.0,16.0,0.98,23.0,23.0,29.0,13.0,-1
1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,25.0,1.0,24.0,22.0,1.0,0.0,21.0,23.0,22.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,11.0,27.0,22.0,0.0,12.0,17.0,22.0,22.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,1
2.0,2.0,2.0,1.0,20.0,2.0,15.0,2.0,167.0,26.0,108.0,37.0,56.0,34.0,69.0,84.0,36.0,48.0,4.0,4.0,4.0,0.31,12.0,12.0,12.0,6.0,-1
1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,45.0,4.0,8.0,6.0,0.0,33.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,4.13,1.0,1.0,1.0,1.0,-1
1.0,1.0,1.0,1.0,11.0,1.0,9.0,0.0,28.0,6.0,21.0,6.0,11.0,1.0,9.0,12.0,5.0,7.0,2.0,2.0,2.0,0.05,3.0,3.0,3.0,2.0,-1
1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,7.0,2.0,5.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1
2.0,2.0,3.0,2.0,18.0,1.0,16.0,0.0,224.0,31.0,193.0,35.0,89.0,0.0,83.0,110.0,29.0,81.0,10.0,10.0,10.0,0.0,31.0,31.0,33.0,25.0,-1
1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,20.0,4.0,16.0,6.0,4.0,0.0,5.0,6.0,2.0,4.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,-1
1.0,1.0,1.0,1.0,14.0,1.0,13.0,0.0,122.0,12.0,73.0,17.0,27.0,38.0,24.0,35.0,13.0,22.0,2.0,2.0,2.0,0.52,5.0,5.0,5.0,3.0,-1
1.0,1.0,1.0,1.0,10.0,2.0,5.0,2.0,94.0,26.0,49.0,20.0,19.0,19.0,25.0,34.0,17.0,17.0,2.0,2.0,2.0,0.39,8.0,8.0,8.0,7.0,-1
2.0,2.0,2.0,1.0,16.0,3.0,13.0,0.0,42.0,10.0,32.0,16.0,12.0,0.0,21.0,25.0,13.0,12.0,3.0,3.0,3.0,0.0,4.0,4.0,4.0,2.0,-1
4.0,4.0,4.0,2.0,19.0,1.0,13.0,4.0,174.0,23.0,121.0,39.0,66.0,37.0,71.0,99.0,28.0,71.0,25.0,23.0,25.0,0.31,31.0,29.0,31.0,17.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,5.0,6.0,5.0,0.0,30.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-1
5.0,5.0,6.0,1.0,26.0,2.0,21.0,3.0,553.0,81.0,402.0,91.0,242.0,80.0,224.0,320.0,84.0,236.0,14.0,14.0,17.0,0.2,82.0,81.0,90.0,28.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,11.0,1.0,10.0,2.0,2.0,0.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,5.0,4.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1
6.0,6.0,6.0,2.0,33.0,4.0,27.0,2.0,953.0,119.0,631.0,138.0,402.0,219.0,370.0,473.0,137.0,336.0,18.0,18.0,20.0,0.35,140.0,139.0,144.0,54.0,1
2.0,2.0,2.0,1.0,17.0,1.0,15.0,0.0,86.0,11.0,51.0,10.0,31.0,24.0,18.0,28.0,11.0,17.0,3.0,3.0,3.0,0.47,7.0,7.0,7.0,3.0,-1
1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,22.0,1.0,9.0,6.0,1.0,12.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0,1.0,1.0,-1
2.0,2.0,2.0,1.0,10.0,0.0,10.0,0.0,37.0,4.0,23.0,8.0,10.0,10.0,13.0,16.0,8.0,8.0,2.0,2.0,2.0,0.43,4.0,4.0,4.0,2.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
3.0,3.0,3.0,1.0,19.0,1.0,17.0,1.0,940.0,109.0,764.0,233.0,415.0,74.0,401.0,540.0,174.0,366.0,29.0,29.0,37.0,0.1,131.0,116.0,144.0,52.0,1
2.0,2.0,2.0,1.0,11.0,1.0,8.0,0.0,77.0,15.0,59.0,26.0,23.0,3.0,32.0,45.0,21.0,24.0,4.0,4.0,4.0,0.05,9.0,9.0,9.0,4.0,1
1.0,1.0,1.0,1.0,19.0,2.0,15.0,2.0,214.0,36.0,156.0,55.0,68.0,23.0,121.0,133.0,44.0,89.0,4.0,4.0,4.0,0.15,13.0,13.0,13.0,9.0,-1
1.0,1.0,1.0,1.0,8.0,1.0,6.0,1.0,31.0,10.0,17.0,6.0,7.0,4.0,9.0,12.0,5.0,7.0,2.0,2.0,2.0,0.24,3.0,3.0,3.0,2.0,-1
1.0,1.0,1.0,1.0,10.0,1.0,8.0,0.0,46.0,8.0,30.0,9.0,15.0,8.0,15.0,20.0,8.0,12.0,2.0,2.0,2.0,0.27,5.0,5.0,5.0,3.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,14.0,13.0,0.0,8.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,15.0,17.0,16.0,0.0,125.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0,7.35,0.0,0.0,0.0,0.0,1
4.0,4.0,4.0,1.0,29.0,2.0,26.0,1.0,566.0,59.0,477.0,108.0,293.0,30.0,266.0,369.0,109.0,260.0,8.0,8.0,9.0,0.06,71.0,70.0,73.0,25.0,1
5.0,4.0,5.0,1.0,18.0,1.0,15.0,2.0,189.0,26.0,133.0,31.0,84.0,30.0,72.0,105.0,25.0,80.0,14.0,10.0,15.0,0.23,38.0,28.0,39.0,13.0,1
2.0,2.0,2.0,1.0,12.0,1.0,10.0,1.0,168.0,25.0,135.0,36.0,74.0,11.0,75.0,109.0,35.0,74.0,3.0,3.0,3.0,0.08,13.0,13.0,13.0,6.0,1
1.0,1.0,1.0,1.0,11.0,2.0,8.0,0.0,64.0,19.0,41.0,20.0,15.0,4.0,26.0,31.0,16.0,15.0,2.0,2.0,2.0,0.1,5.0,5.0,5.0,4.0,-1
3.0,3.0,3.0,1.0,15.0,1.0,12.0,0.0,157.0,27.0,121.0,32.0,67.0,9.0,64.0,97.0,26.0,71.0,5.0,5.0,6.0,0.07,27.0,27.0,29.0,11.0,1
1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,35.0,7.0,28.0,14.0,7.0,0.0,13.0,17.0,10.0,7.0,1.0,1.0,1.0,0.0,6.0,6.0,6.0,6.0,1
1.0,1.0,1.0,1.0,41.0,4.0,29.0,8.0,44.0,4.0,32.0,12.0,18.0,8.0,23.0,27.0,13.0,14.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,-1
7.0,7.0,7.0,1.0,50.0,10.0,38.0,2.0,63.0,11.0,41.0,14.0,22.0,11.0,25.0,31.0,13.0,18.0,7.0,7.0,7.0,0.27,7.0,7.0,7.0,1.0,-1
1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,146.0,3.0,141.0,41.0,64.0,2.0,64.0,106.0,40.0,66.0,6.0,6.0,7.0,0.01,41.0,41.0,42.0,23.0,-1
7.0,7.0,11.0,1.0,21.0,3.0,17.0,0.0,180.0,31.0,129.0,34.0,85.0,20.0,69.0,117.0,27.0,90.0,19.0,19.0,31.0,0.16,47.0,47.0,71.0,6.0,-1
1.0,1.0,1.0,1.0,15.0,3.0,10.0,2.0,58.0,13.0,23.0,15.0,5.0,22.0,11.0,14.0,10.0,4.0,1.0,1.0,1.0,0.96,2.0,2.0,2.0,2.0,-1
