ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
1.0,0.0,0.0008380000000000001,1.0,0.0,0.0,0.002797,0.0,1.01,0.0,7.1898300000000015,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.174975,0.0,0.043647000000000005,0.0,3.0,72.0,385.0,6.0,6.0,0.0,0.0,1.02,15.0,23.66,16.0,0.0,0.0,0.0,1.01,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001409,2.02,0.01197,5.06,1.0,0.000996,0.014073,0.0,79.0,5.0,0.00203,0.0,0.003184,0.0,-1
0.0,0.000617,0.000948,13.0,3.03,3.03,0.043239,0.0,1.01,0.0,17.658,0.001721,0.0,1.01,7.0,2.0,0.0,65.0,0.0,0.0,8.32175,1.01,0.01888,7.3,6.0,240.0,61.0,9.0,4.0,3.0,0.00035800000000000003,0.0,36.0,10.14,53.0,0.006456999999999999,0.002094,0.011799,2.02,1.08,9.0,3.05,8.0,0.0,0.0,0.0,0.0,0.0,3.03,0.144149,10.15,16.0,0.001599,0.02165,0.002799,45.0,5.0,0.002617,11.45,0.178031,0.0008529999999999999,1
0.0,0.002658,0.007063,4.0,0.0,2.04,0.014835,0.003969,4.04,0.000634,11.8043,0.0,0.0,4.08,0.0,0.0,0.0,56.0,0.0,1.01,8.178519999999999,0.0,0.005599,4.16,6.0,193.0,9.0,24.0,5.0,11.0,0.0,1.01,276.0,2.05,54.0,0.003779,0.0017640000000000004,0.0035280000000000008,2.03,5.81,17.0,4.11,10.0,1.0,0.0,0.0,4.05,0.0043950000000000005,4.05,0.133889,4.07,7.0,0.00185,0.004151,0.003588,42.0,20.0,0.007179000000000001,4.5,0.17036600000000002,0.003794,-1
0.0,0.0,0.0,7.0,0.0,0.0,0.030785000000000007,0.0,0.0,0.0,11.2897,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,8.195319999999999,0.0,0.025373,1.07,5.0,124.0,68.0,9.0,2.0,1.0,0.0,0.0,36.0,14.23,30.0,0.0006940000000000001,0.0,0.000687,1.04,0.0,5.0,1.04,1.0,0.0,0.0,0.0,0.0,0.0,1.04,0.147945,4.04,8.0,0.000687,0.006895999999999999,0.000683,33.0,5.0,0.000811,1.21,0.223211,0.0,-1
0.0,0.0,0.0,8.0,0.0,0.0,0.005436,0.0,0.0,0.0,9.64599,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,8.18241,0.0,0.0014210000000000002,0.0,6.0,110.0,95.0,16.0,3.0,1.0,0.0,0.0,120.0,1.01,59.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.157858,3.05,9.0,0.0,0.004821,0.0,73.0,6.0,0.0,0.0,0.233287,0.0,-1
0.0,0.0,0.01277,8.0,0.0,0.0,0.003978,0.0,6.07,0.0,7.954789999999999,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,8.1394,0.0,0.0014210000000000002,0.0,3.0,127.0,95.0,20.0,3.0,4.0,0.0,0.0,190.0,1.01,63.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,6.07,0.154542,2.02,10.0,0.0,0.003929,0.0,82.0,7.0,0.012738,0.0,0.232145,0.0,-1
0.0,0.0,0.00099,2.0,1.01,1.01,0.006097999999999999,0.0,1.11,0.0,8.22982,0.000695,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,8.14431,0.0,0.0,0.0,3.0,52.0,0.0,10.0,1.0,1.0,0.0,0.0,45.0,0.0,34.0,0.0,0.00067,0.000805,0.0,0.0,4.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,1.11,0.154538,1.01,3.0,0.0,0.0014869999999999998,0.0008300000000000001,17.0,10.0,0.001007,1.01,0.231997,0.0,-1
0.0,0.0,0.0,10.0,0.0,0.0,0.023178,0.0,0.0,0.0,17.3206,0.0,0.0,0.0,2.0,0.0,2.0,58.0,0.0,0.0,8.30766,0.0,0.043647000000000005,0.0,13.0,253.0,412.0,8.0,5.0,1.0,0.0,1.02,28.0,23.66,73.0,0.0,0.0,0.0016420000000000002,1.01,0.0,14.0,4.04,2.0,0.0,0.0,2.0,0.0,0.001409,1.01,0.140628,5.06,10.0,0.000996,0.014073,0.003959000000000001,94.0,8.0,0.001118,2.02,0.15746300000000002,0.0,-1
0.0,0.0,0.0,2.0,0.0,0.0,0.00703,0.0,0.0,0.0,9.22461,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.220489,0.0,0.0,1.03,4.0,56.0,0.0,6.0,1.0,4.0,0.0,0.0,15.0,0.0,16.0,0.000681,0.0,0.000708,0.0,0.0,7.0,1.03,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.014335,1.01,2.0,0.0,0.0014869999999999998,0.0008449999999999999,8.0,6.0,0.0,1.09,0.003725,0.0,-1
10.0,0.001099,0.0055320000000000005,38.0,2.02,2.02,0.231619,0.0,2.02,0.006522,26.5196,0.001543,2.02,2.02,10.0,0.0,3.0,148.0,0.001038,1.01,8.692969999999999,0.0,0.016600999999999998,10.74,31.0,909.0,12.0,38.0,2.0,7.0,0.0,0.0,703.0,1.12,331.0,0.022977,0.009043,0.04121,6.06,2.73,36.0,13.99,27.0,4.0,3.0,5.0,0.0,0.0,8.09,0.23015700000000006,2.03,48.0,0.01479,0.005047,0.038409,36.0,24.0,0.021629,17.81,0.4392,0.001353,1
0.0,0.0,0.0,10.0,1.01,1.01,0.014268,0.0,0.0,0.0,11.17,0.001311,0.0,0.0,4.0,3.0,1.0,9.0,0.0,0.0,0.287591,1.01,0.043647000000000005,1.02,2.0,39.0,380.0,3.0,3.0,0.0,0.000798,1.02,3.0,23.65,13.0,0.001106,0.001116,0.002246,0.0,0.0,2.0,2.06,4.0,0.0,0.0,1.0,0.0,0.001409,0.0,0.023864,2.02,10.0,0.0,0.002695,0.001924,38.0,3.0,0.0,2.1,0.021942,0.0,-1
0.0,0.0073599999999999985,0.0012779999999999998,5.0,0.0,0.0,0.009892,0.005303,1.01,0.0,8.12682,0.0,0.0,2.02,3.0,0.0,0.0,7.0,0.0,0.0,8.15185,0.0,0.0,2.02,1.0,28.0,0.0,7.0,1.0,4.0,0.0,0.0,21.0,0.0,12.0,0.007223,0.0,0.00618,1.01,2.11,5.0,2.07,3.0,0.0,0.0,1.0,1.01,0.0,2.02,0.15548299999999998,0.0,5.0,0.006321,0.0,0.007697,8.0,5.0,0.009516,2.1,0.270428,0.007963,-1
23.0,0.003901,0.0,39.0,1.01,5.13,0.5062399999999999,0.0,0.0,0.002586,30.0415,0.0,3.06,4.07,3.0,0.0,1.0,276.0,0.003816,4.12,0.808926,0.0,0.0,11.53,20.0,1117.0,0.0,32.0,1.0,2.0,0.0,0.0,496.0,0.0,294.0,0.013778,0.005379,0.014029,3.07,5.99,20.0,9.64,28.0,0.0,24.0,6.0,0.0,0.0,3.07,0.079613,1.01,40.0,0.004154,0.0014869999999999998,0.013499,8.0,0.0,0.004355,14.97,0.139015,0.006013,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.000657,0.0,0.0,0.0,1.10349,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.027116,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001886,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.000351,0.0,-1
0.0,0.0016170000000000002,0.0,7.0,0.0,0.0,0.021094,0.0,0.0,0.0,14.8353,0.0,0.0,1.01,0.0,0.0,1.0,21.0,0.0,0.0,8.28236,0.0,0.0,1.02,8.0,83.0,18.0,4.0,2.0,1.0,0.0,0.0,6.0,0.0,48.0,0.002455,0.0,0.005232,2.02,1.03,8.0,3.07,1.0,1.0,0.0,3.0,0.0,0.0,2.02,0.151772,4.04,9.0,0.010659,0.01375,0.004897,62.0,2.0,0.011721,3.12,0.219943,0.0024460000000000003,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,136.0,10.0,7.0,2.0,1.0,0.0,0.0,21.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.014051,0.0,0.0,0.0,4.23122,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.102033,0.0,0.0,1.02,2.0,127.0,0.0,8.0,2.0,1.0,0.0,0.0,28.0,0.0,24.0,0.000773,0.0,0.000704,0.0,0.0,3.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.006698999999999999,1.01,1.0,0.0,0.0014869999999999998,0.0,25.0,7.0,0.0,1.08,0.000891,0.0,-1
0.0,0.0,0.0008550000000000001,5.0,0.0,0.0,0.004268999999999999,0.0,1.01,0.0,10.9152,0.0,0.0,0.0,5.0,2.0,0.0,37.0,0.0,0.0,8.15351,0.0,0.042401,0.0,7.0,115.0,56.0,10.0,5.0,10.0,0.0,1.02,45.0,17.12,22.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0,0.0,0.001409,1.01,0.131131,25.5,5.0,0.0,0.060148,0.0,197.0,10.0,0.000906,0.0,0.164666,0.0,1
0.0,0.000617,0.001738,37.0,1.01,1.01,0.130658,0.0008439999999999999,2.02,0.0,30.6378,0.0020350000000000004,0.0,1.01,4.0,5.0,2.0,87.0,0.0,0.0,8.71535,0.0,0.043647000000000005,14.27,23.0,241.0,396.0,8.0,4.0,17.0,0.0,1.02,28.0,23.65,105.0,0.028564,0.001871,0.028274,7.08,1.07,38.0,11.25,4.0,1.0,0.0,4.0,1.01,0.001409,10.1,0.200719,3.03,41.0,0.009981,0.002977,0.018972,57.0,8.0,0.012616,14.65,0.325189,0.0008529999999999999,-1
0.0,0.000558,0.0,9.0,0.0,0.0,0.005591,0.0,0.0,0.0,11.4275,0.0,0.0,1.01,0.0,0.0,0.0,41.0,0.0,0.0,8.218210000000001,0.0,0.0014210000000000002,1.01,5.0,166.0,95.0,15.0,3.0,1.0,0.0,0.0,105.0,1.01,76.0,0.000681,0.0,0.000708,0.0,1.14,6.0,1.02,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.15878,3.05,10.0,0.0,0.004821,0.0008449999999999999,73.0,5.0,0.0,1.06,0.232254,0.000688,1
0.0,0.0,0.0,2.0,0.0,1.01,0.004584,0.0,0.0,0.018394,1.29357,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.01,0.153793,0.0,0.0,0.0,4.0,44.0,70.0,8.0,8.0,2.0,0.0,0.0,28.0,0.0,19.0,0.0,0.018915,0.021371,0.0,0.0,5.0,1.01,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.054678,0.0,2.0,0.0,0.0,0.02163,260.0,7.0,0.0,1.1,0.11188,0.0,-1
0.0,0.004874,0.014864,2.0,1.04,1.04,0.024515,0.005736,1.01,0.0,5.43024,0.006873000000000001,0.0,1.01,6.0,0.0,0.0,34.0,0.0,0.0,8.03229,0.0,0.0,2.15,5.0,107.0,5.0,11.0,3.0,1.0,0.0,0.0,55.0,0.0,21.0,0.006873000000000001,0.006690000000000001,0.005591,2.03,1.1,6.0,1.03,6.0,1.0,0.0,0.0,1.01,0.0,3.04,0.1274,3.05,2.0,0.006726,0.0075299999999999985,0.005893,40.0,11.0,0.025743,1.47,0.185798,0.005116,-1
0.0,0.0,0.0,2.0,0.0,0.0,0.00353,0.0,0.0,0.0,6.03322,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.159077,0.0,0.033088,0.0,4.0,121.0,58.0,10.0,2.0,3.0,0.0,0.0,45.0,4.24,51.0,0.0,0.0,0.001301,0.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.01377,0.0,4.0,0.0,0.0,0.0,24.0,1.0,0.0,1.01,0.01059,0.0,-1
0.0,0.008844,0.002588,7.0,1.03,4.04,0.085435,0.008665,2.02,0.001296,15.9456,0.00035800000000000003,0.0,4.05,0.0,1.0,0.0,37.0,0.0,3.1,0.447559,1.01,0.026917,6.24,9.0,155.0,18.0,10.0,2.0,1.0,0.000585,1.01,45.0,5.42,77.0,0.017689,0.014949,0.018422,4.06,4.35,10.0,5.54,5.0,0.0,0.0,0.0,4.05,0.00026000000000000003,6.08,0.052925,5.08,9.0,0.008935,0.010731,0.011829,18.0,10.0,0.012562,8.02,0.12159,0.01069,1
2.0,0.029766,0.039109,55.0,0.0,1.1,0.435971,0.023098,23.26,0.0,35.3663,0.0,1.02,12.18,2.0,3.0,1.0,273.0,0.003145,0.0,8.856530000000003,0.0,0.039372,25.99,11.0,773.0,28.0,57.0,2.0,126.0,0.0,1.02,1596.0,15.15,197.0,0.059715,0.00097,0.06725,3.06,21.3,128.0,21.91,12.0,0.0,0.0,4.0,11.17,0.001409,23.27,0.220092,2.02,56.0,0.0061920000000000005,0.002695,0.059202,16.0,54.0,0.041607,31.02,0.35532,0.037123,1
0.0,0.003005,0.0035,15.0,1.01,1.01,0.44007,0.004077,3.03,0.0,14.1223,0.001136,0.0,4.14,9.0,1.0,1.0,342.0,0.0,0.0,0.347632,1.01,0.0014210000000000002,10.09,6.0,1440.0,8.0,38.0,2.0,19.0,0.0,0.0,703.0,1.02,84.0,0.0077230000000000016,0.001027,0.009088,1.01,8.27,24.0,6.42,12.0,0.0,0.0,2.0,4.15,0.0,3.04,0.024691,4.16,15.0,0.0010960000000000002,0.004391,0.007083,46.0,37.0,0.003784000000000001,21.51,0.008491,0.004235,-1
0.0,0.0,0.006842,4.0,0.0,0.0,0.003951,0.0,1.01,0.0,5.59671,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,8.07898,0.0,0.0014210000000000002,0.0,4.0,87.0,96.0,13.0,4.0,2.0,0.0,0.0,78.0,1.01,46.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.01,0.149865,4.06,5.0,0.0,0.0057350000000000005,0.0,88.0,3.0,0.006712999999999999,0.0,0.23097,0.0,-1
0.0,0.0,0.004433,13.0,0.0,1.02,0.150336,0.0,5.07,0.0,17.0375,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,8.38839,0.0,0.0,2.02,11.0,63.0,0.0,6.0,1.0,1.0,0.0,0.0,15.0,0.0,25.0,0.00183,0.0,0.001952,1.01,0.0,12.0,1.02,2.0,1.0,0.0,0.0,0.0,0.0,6.08,0.182856,1.01,15.0,0.000735,0.0014869999999999998,0.001085,8.0,6.0,0.006106,2.08,0.29727600000000004,0.0,-1
0.0,0.002852,0.0,3.0,0.0,0.0,0.001637,0.0,0.0,0.0,4.4156,0.0,0.0,1.01,0.0,0.0,0.0,8.0,0.0,0.0,0.124288,0.0,0.021979,1.01,4.0,29.0,70.0,6.0,5.0,1.0,0.0,0.0,15.0,3.16,14.0,0.002154,0.0,0.001716,1.01,1.05,5.0,2.03,1.0,1.0,0.0,0.0,0.0,0.0,1.01,0.013218,8.13,4.0,0.001104,0.025186,0.003767,264.0,5.0,0.001303,1.04,0.023966,0.00303,-1
2.0,0.001343,0.0,5.0,0.0,0.0,0.014741999999999996,0.001564,0.0,0.0,13.0232,0.0,0.0,2.02,0.0,0.0,0.0,24.0,0.0,0.0,8.25406,0.0,0.0,2.03,7.0,128.0,15.0,6.0,1.0,0.0,0.0,0.0,15.0,0.0,31.0,0.001745,0.0,0.00266,2.03,2.09,7.0,4.1,13.0,0.0,0.0,0.0,2.02,0.0,2.03,0.160592,1.01,6.0,0.0014880000000000002,0.0014869999999999998,0.00351,8.0,4.0,0.001591,3.18,0.232006,0.00169,1
0.0,0.0,0.0,0.0,0.0,0.0,0.002208,0.0,0.0,0.0,4.07501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.097153,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006219,3.08,0.0,0.0,0.003131,0.0,33.0,1.0,0.0,0.0,0.001031,0.0,-1
0.0,0.0,0.0,11.0,0.0,0.0,0.042135,0.0,0.0,0.0,14.4323,0.0,0.0,0.0,0.0,2.0,1.0,51.0,0.0,0.0,0.34386,0.0,0.0,5.12,18.0,242.0,0.0,11.0,1.0,5.0,0.0,0.0,55.0,0.0,89.0,0.005166,0.0,0.004123,2.02,0.0,22.0,5.06,5.0,0.0,0.0,2.0,0.0,0.0,2.02,0.021916,2.02,12.0,0.002091,0.002455,0.004464,8.0,3.0,0.001979,4.53,0.003591,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.026910000000000003,0.0,0.0,0.0,5.0793300000000015,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.120678,0.0,0.0,0.0,0.0,42.0,0.0,14.0,1.0,0.0,0.0,0.0,91.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007625,1.01,0.0,0.0,0.0014869999999999998,0.0,22.0,14.0,0.0,0.0,0.001119,0.0,-1
0.0,0.0,0.0,4.0,1.01,1.01,0.017571,0.0,0.0,0.0,7.6133,0.0026620000000000003,0.0,0.0,4.0,0.0,0.0,23.0,0.0,0.0,0.197432,0.0,0.043647000000000005,1.07,7.0,81.0,400.0,9.0,5.0,5.0,0.0,1.02,36.0,23.64,32.0,0.001952,0.002193,0.002092,1.01,0.0,12.0,1.02,4.0,1.0,0.0,0.0,0.0,0.001409,1.01,0.017006999999999998,4.04,4.0,0.001375,0.003869,0.00225,65.0,9.0,0.001371,1.09,0.020443,0.0,-1
3.0,0.008897,0.004147,8.0,0.0,1.02,0.107001,0.009451,1.01,0.005028,11.4729,0.0,1.01,2.03,0.0,0.0,1.0,52.0,0.004869,1.02,8.23713,0.0,0.006779,3.21,15.0,216.0,3.0,6.0,2.0,1.0,0.0,1.01,15.0,1.03,57.0,0.010444,0.004038,0.009573,2.05,2.12,16.0,3.18,2.0,1.0,2.0,2.0,2.02,0.008262,2.06,0.162806,2.05,8.0,0.009701,0.008092,0.011015,12.0,3.0,0.012304,3.74,0.288635,0.009855,-1
