ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
0.0,0.0,0.0,0.0,0.0,0.0,0.000312,0.0,0.0,0.0,1.77712,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06092,0.0,0.0,0.0,1.0,15.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009619,1.01,0.0,0.0,0.001646,0.0,7.0,2.0,0.0,0.0,0.030953,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.003182,0.0,0.0,0.0,5.70432,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.15799100000000002,0.0,0.0,0.0,5.0,17.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1.01,0.0,6.0,1.01,1.0,0.0,1.0,0.0,0.0,0.0,1.01,0.016725999999999998,0.0,1.0,0.001234,0.0,0.00114,4.0,1.0,0.001332,0.0,0.035389,0.0,1
0.0,0.0,0.0,2.0,0.0,0.0,0.001672,0.0,0.0,0.0,3.1496,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.101419,0.0,0.0,0.0,4.0,20.0,1.0,2.0,2.0,1.0,0.0,1.01,1.0,0.0,10.0,0.0,0.0,0.001481,2.02,0.0,5.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0016600000000000002,2.02,0.014346,1.03,2.0,0.0035670000000000007,0.002071,0.00154,3.0,2.0,0.003986,1.01,0.039834,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.006706,0.0,0.0,0.0,8.14056,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.206728,0.0,0.000762,0.0,14.0,191.0,20.0,24.0,5.0,2.0,0.0,0.0,276.0,1.01,116.0,0.0,0.0,0.000598,3.03,0.0,16.0,1.01,9.0,0.0,9.0,0.0,0.0,0.0,3.03,0.017771000000000002,2.07,0.0,0.002537,0.002409,0.000805,90.0,22.0,0.002318,1.01,0.031407,0.0,-1
7.0,0.004555,0.0,1.0,0.0,1.01,0.067433,0.001685,0.0,0.00149,9.57998,0.0,2.03,3.06,0.0,0.0,0.0,30.0,0.003022,1.01,0.2679,0.0,0.001986,3.12,14.0,233.0,0.0,13.0,3.0,1.0,0.0,0.0,78.0,1.01,84.0,0.006504,0.001492,0.012575,4.07,3.77,15.0,4.35,9.0,0.0,9.0,0.0,1.02,0.0,4.07,0.029185000000000006,3.04,4.0,0.006107,0.005131,0.007273999999999998,21.0,4.0,0.006511,6.99,0.06350599999999999,0.005078,1
1.0,0.00338,0.0055320000000000005,5.0,0.0,3.05,0.06361499999999999,0.00345,4.04,0.003252,12.2306,0.0,1.01,3.08,0.0,3.0,0.0,22.0,0.001161,3.03,0.341364,1.01,0.0,6.25,6.0,98.0,0.0,12.0,1.0,5.0,0.000797,0.0,66.0,0.0,39.0,0.014263,0.002801,0.016136,3.06,3.6,11.0,3.35,5.0,0.0,3.0,0.0,3.05,0.0,4.1,0.037391,0.0,8.0,0.003842,0.0,0.003634000000000001,0.0,9.0,0.005522,8.13,0.085691,0.003662,-1
0.0,0.0,0.00243,0.0,0.0,0.0,0.010836,0.0,1.01,0.0,3.1110900000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.100341,0.0,0.002859,0.0,3.0,7.0,8.0,2.0,3.0,2.0,0.0,0.0,1.0,1.07,5.0,0.0,0.0,0.004532,0.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.01,0.014144,1.06,1.0,0.0,0.002598,0.0,39.0,2.0,0.002537,1.01,0.038692,0.0,-1
0.0,0.0,0.007081999999999998,1.0,0.0,0.0,0.024357,0.0,2.02,0.0,4.02695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09399,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.005597,1.01,1.0,0.0,0.001646,0.0,18.0,1.0,0.007571,0.0,0.000503,0.0,1
0.0,0.002821,0.014049,1.0,0.0,1.01,0.043605,0.002945,8.16,0.0007,19.1174,0.0,0.0,2.02,0.0,9.0,0.0,6.0,0.0,1.01,0.481436,6.06,0.0,2.02,1.0,25.0,0.0,7.0,1.0,17.0,0.011634,0.0,21.0,0.0,14.0,0.002996,0.000752,0.010829,2.02,2.11,18.0,4.1,2.0,0.0,2.0,0.0,2.02,0.0,9.18,0.038785,0.0,3.0,0.002884,0.0,0.005125,0.0,4.0,0.01624,5.39,0.046112,0.003152,-1
1.0,0.006895999999999999,0.00494,9.0,0.0,5.31,0.369512,0.003367,6.1,0.003396,25.1599,0.0,7.22,10.4,0.0,2.0,0.0,53.0,0.003867,7.38,0.623979,0.0,0.0,13.36,10.0,199.0,0.0,29.0,2.0,9.0,0.0,1.01,406.0,0.0,126.0,0.008814,0.002315,0.014049,11.22,23.64,17.0,16.41,6.0,0.0,1.0,0.0,6.17,0.00037,12.22,0.047506,2.03,11.0,0.009579,0.000981,0.009963,3.0,4.0,0.010917,20.01,0.046519,0.007576999999999999,1
2.0,0.0,0.0,2.0,0.0,0.0,0.00455,0.0,0.0,0.0,5.77294,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.167957,0.0,0.008453,0.0,7.0,53.0,7.0,6.0,2.0,0.0,0.0,0.0,15.0,2.02,37.0,0.0,0.0,0.004532,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019283,4.06,2.0,0.0,0.012184,0.0,32.0,2.0,0.0,1.01,0.03939,0.0,1
7.0,0.0,0.0,0.0,0.0,0.0,0.019358,0.0,0.0,0.0,7.26892,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.188027,0.0,0.0,0.0,12.0,84.0,0.0,9.0,1.0,1.0,0.0,0.0,36.0,0.0,62.0,0.0,0.0,0.005824,1.02,0.0,13.0,1.06,3.0,0.0,2.0,0.0,0.0,0.0,1.02,0.017213,1.01,0.0,0.000729,0.001646,0.0008380000000000001,6.0,2.0,0.00086,2.07,0.034363,0.0,-1
0.0,0.001314,0.001762,0.0,0.0,1.02,0.012883000000000002,0.001076,1.01,0.00151,9.37455,0.0,0.0,1.01,0.0,0.0,0.0,15.0,0.0,1.02,0.251853,0.0,0.0,1.02,4.0,58.0,0.0,8.0,3.0,2.0,0.0,0.0,28.0,0.0,27.0,0.001441,0.00156,0.001411,0.0,1.07,6.0,1.01,5.0,0.0,5.0,0.0,1.01,0.0,1.01,0.02454,1.01,1.0,0.0,0.001646,0.001425,23.0,8.0,0.0017640000000000004,1.08,0.043453,0.001378,-1
0.0,0.0,0.00135,0.0,0.0,0.0,0.003968,0.0,1.01,0.0,6.4259900000000005,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.16853900000000002,0.0,0.0,0.0,8.0,36.0,0.0,8.0,2.0,4.0,0.0,0.0,28.0,0.0,36.0,0.0,0.0,0.004532,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.01,0.015846000000000002,1.01,0.0,0.0,0.001646,0.0,20.0,8.0,0.001451,1.05,0.031381,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.002317,0.0,0.0,0.0,5.98276,0.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,0.0,0.159804,7.1,0.0,0.0,1.0,12.0,0.0,4.0,5.0,0.0,0.003135,1.01,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0007059999999999999,0.0,0.015881,2.03,1.0,0.0,0.001535,0.0,16.0,3.0,0.0,0.0,0.034432,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.00475,0.0,0.0,0.0,5.653580000000002,0.0,0.0,0.0,0.0,46.0,0.0,3.0,0.0,0.0,0.13134,13.13,0.0,0.0,0.0,7.0,0.0,3.0,1.0,0.0,0.018413,0.0,3.0,0.0,3.0,0.0,0.0,0.000789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076900000000000015,1.01,1.0,0.0,0.001646,0.0,6.0,3.0,0.0,1.02,0.000587,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.028313,0.0,0.0,0.0,4.77474,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.143885,0.0,0.0,0.0,4.0,136.0,0.0,8.0,1.0,1.0,0.0,0.0,28.0,0.0,44.0,0.0,0.0,0.006883,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.017848,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.15,0.040995,0.0,-1
18.0,0.002694,0.0,5.0,0.0,1.04,0.24729,0.001089,0.0,0.000273,11.5775,0.0,2.07,2.08,0.0,0.0,0.0,92.0,0.002564,1.04,0.326755,0.0,0.001986,4.49,29.0,482.0,2.0,29.0,5.0,2.0,0.0,0.0,406.0,1.01,200.0,0.005764,0.000547,0.012517,2.11,3.96,30.0,5.09,15.0,0.0,15.0,0.0,1.01,0.0,2.1,0.034437,4.35,7.0,0.002189,0.009652,0.005462,75.0,7.0,0.002366,7.32,0.054811,0.002885,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.002636,0.0,0.0,0.0,6.4156900000000014,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.16933399999999998,0.0,0.0,0.0,1.0,20.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.004997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016324,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.02,0.034357,0.0,-1
0.0,0.008192,0.0,2.0,0.0,0.0,0.039517,0.0,0.0,0.0,16.1857,0.0,0.0,1.01,0.0,0.0,0.0,5.0,0.0,0.0,0.4299770000000001,0.0,0.0,3.06,5.0,41.0,0.0,5.0,1.0,1.0,0.0,0.0,10.0,0.0,19.0,0.010072,0.0,0.015601,2.02,1.04,6.0,4.1,4.0,0.0,4.0,0.0,0.0,0.0,2.02,0.044419,0.0,2.0,0.001874,0.0,0.01021,0.0,1.0,0.002066,4.3,0.101605,0.008870000000000001,-1
0.0,0.0,0.001075,1.0,0.0,0.0,0.003336,0.0,1.01,0.0,4.50833,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.126122,0.0,0.0,0.0,0.0,15.0,0.0,6.0,1.0,1.0,0.0,0.0,15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.01,0.013761,1.01,1.0,0.0,0.001646,0.0,6.0,5.0,0.001,0.0,0.03137,0.0,-1
0.0,0.0,0.0,2.0,0.0,0.0,0.037745,0.0,0.0,0.0,5.82803,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.203738,0.0,0.0,1.02,8.0,80.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,38.0,0.006027,0.0,0.013434,0.0,0.0,9.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033997,0.0,4.0,0.0,0.0,0.008733,7.0,2.0,0.0,3.18,0.111609,0.0,-1
6.0,0.007336,0.006355,8.0,0.0,3.03,0.106021,0.002406,4.04,0.001406,19.2704,0.0,1.02,5.07,0.0,2.0,0.0,65.0,0.000711,2.02,0.561836,1.01,0.0,7.29,13.0,250.0,0.0,23.0,1.0,4.0,0.002064,0.0,253.0,0.0,140.0,0.014381,0.007673,0.0203,3.05,6.33,17.0,8.59,5.0,0.0,3.0,1.0,3.03,0.0,6.07,0.068253,1.05,9.0,0.004771,0.001646,0.015819999999999997,30.0,10.0,0.010728,10.14,0.162104,0.007859,-1
0.0,0.003957,0.0,3.0,0.0,1.01,0.009116,0.0,0.0,0.002596,4.0222,0.0,0.0,1.01,0.0,0.0,0.0,4.0,0.0,1.01,0.137003,0.0,0.0,1.01,1.0,38.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,9.0,0.004111999999999999,0.003064,0.007821,1.01,1.02,1.0,1.03,1.0,0.0,1.0,0.0,0.0,0.0,1.01,0.021448,0.0,3.0,0.003995,0.0,0.004128,0.0,1.0,0.004579,2.08,0.067993,0.004215999999999999,1
0.0,0.0,0.0,0.0,0.0,0.0,0.005149,0.0,0.0,0.0,3.05459,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.103073,0.0,0.0,0.0,2.0,55.0,0.0,7.0,1.0,2.0,0.0,0.0,21.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.015822,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.048942,0.0,-1
1.0,0.0,0.0,1.0,0.0,0.0,0.026678,0.0,0.0,0.0,12.8088,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.34727,0.0,0.0,0.0,4.0,47.0,2.0,5.0,2.0,0.0,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.006593000000000001,3.04,0.0,4.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.034019,2.02,2.0,0.003696,0.002352,0.002571,7.0,1.0,0.003512,3.07,0.055539,0.0,-1
6.0,0.00103,0.019025,2.0,0.0,0.0,0.036498,0.001089,12.14,0.0,8.4335,0.0,1.01,1.02,0.0,11.0,0.0,68.0,0.000867,0.0,0.223727,6.06,0.0,2.05,6.0,230.0,0.0,29.0,1.0,20.0,0.012254,0.0,406.0,0.0,129.0,0.0017739999999999995,0.0,0.007511,1.01,1.55,26.0,1.12,5.0,0.0,5.0,0.0,1.01,0.0,13.15,0.021548,1.01,3.0,0.000928,0.001646,0.000971,6.0,21.0,0.021249,4.39,0.041134,0.001128,-1
7.0,0.011278,0.0,2.0,1.02,2.05,0.046009,0.0,0.0,0.007749,4.3791,0.0034170000000000003,1.04,2.05,2.0,0.0,0.0,30.0,0.0034729999999999995,2.03,0.175778,0.0,0.0,3.16,5.0,226.0,0.0,12.0,1.0,1.0,0.0,0.0,66.0,0.0,53.0,0.016492,0.0084,0.018591,1.04,2.45,6.0,2.28,13.0,0.0,11.0,0.0,0.0,0.0,1.04,0.036692,0.0,3.0,0.002771,0.0,0.011174,0.0,1.0,0.0033090000000000003,4.14,0.139632,0.011959,-1
0.0,0.00103,0.0,1.0,0.0,0.0,0.040444,0.0,0.0,0.0,9.58809,0.0,2.02,1.02,0.0,0.0,0.0,13.0,0.001557,0.0,0.257069,0.0,0.0,3.07,6.0,44.0,2.0,5.0,2.0,0.0,0.0,0.0,10.0,0.0,28.0,0.002674,0.0,0.0075200000000000015,1.01,1.11,6.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.024989,2.02,2.0,0.000928,0.002352,0.002523,7.0,1.0,0.001069,4.38,0.046032,0.001128,-1
4.0,0.0,0.0,2.0,0.0,0.0,0.093037,0.0,0.0,0.0,8.243269999999999,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.228435,0.0,0.0,0.0,3.0,152.0,0.0,12.0,1.0,1.0,0.0,0.0,66.0,0.0,47.0,0.0,0.0,0.000947,1.01,0.0,4.0,1.01,6.0,0.0,5.0,0.0,0.0,0.0,1.01,0.023735,1.01,2.0,0.000547,0.001646,0.000911,6.0,5.0,0.001303,1.01,0.043708,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,7.5e-05,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.061715,0.0,0.0008820000000000002,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010097,5.08,0.0,0.0,0.007324,0.0,20.0,1.0,0.0,0.0,0.033928,0.0,-1
0.0,0.0,0.0,1.0,2.02,2.02,0.003447,0.0,0.0,0.0,5.9881400000000005,0.005949,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.189977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.006809,0.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027985000000000003,1.01,2.0,0.0,0.001646,0.0,6.0,1.0,0.0,0.0,0.08715099999999999,0.0,1
1.0,0.012245,0.002837,5.0,0.0,1.02,0.08323,0.001076,2.02,0.00151,15.3807,0.0,1.01,3.08,0.0,0.0,0.0,13.0,0.00337,1.02,0.428461,2.02,0.0,3.1,3.0,63.0,0.0,11.0,1.0,1.0,0.001591,0.0,55.0,0.0,35.0,0.013168,0.00156,0.014227000000000004,2.03,3.52,4.0,4.26,3.0,0.0,3.0,0.0,1.04,0.0,3.03,0.049206,0.0,5.0,0.00244,0.0,0.013221,0.0,5.0,0.003333,5.39,0.121265,0.013715,-1
1.0,0.000669,0.000732,2.0,0.0,1.01,0.011532,0.0007769999999999999,1.01,0.002713,10.231,0.0,0.0,1.01,0.0,2.0,0.0,19.0,0.0,1.01,0.264389,0.0,0.002952,2.02,5.0,64.0,1.0,11.0,4.0,4.0,0.0,0.0,55.0,2.02,32.0,0.00158,0.001748,0.006078,1.01,1.11,9.0,2.02,4.0,0.0,3.0,0.0,1.01,0.0,2.02,0.023697,4.07,2.0,0.001011,0.005866,0.001511,65.0,10.0,0.001921,3.08,0.042078,0.0007769999999999999,-1
2.0,0.00209,0.000807,1.0,0.0,0.0,0.01644,0.0,1.01,0.0,10.9524,0.0,1.02,2.03,0.0,0.0,0.0,5.0,0.000784,0.0,0.283022,0.0,0.0,2.03,6.0,38.0,0.0,5.0,2.0,2.0,0.0,0.0,10.0,0.0,15.0,0.002454,0.0,0.008038,4.04,2.09,8.0,4.11,3.0,0.0,2.0,0.0,0.0,0.0,4.05,0.025295,8.18,1.0,0.005485,0.012269,0.00489,28.0,1.0,0.004692,4.39,0.042665,0.00237,-1
1.0,0.002749,0.016666999999999998,4.0,0.0,2.03,0.020496,0.002273,14.16,0.002392,13.3755,0.0,1.01,4.04,0.0,0.0,0.0,27.0,0.000253,3.05,0.330495,2.02,0.0,5.14,9.0,76.0,0.0,13.0,1.0,7.0,0.000772,0.0,78.0,0.0,50.0,0.004077,0.00164,0.00419,3.04,4.43,16.0,4.22,4.0,0.0,2.0,0.0,3.03,0.0,16.2,0.025459,1.05,4.0,0.002823,0.001646,0.003635,30.0,12.0,0.020097,5.34,0.032299,0.003129,-1
