ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
2.0,0.002773,0.012774,17.0,3.05,3.07,0.194189,0.0077290000000000015,5.05,0.001972,12.4762,0.001257,1.02,3.12,9.0,0.0,0.0,61.0,0.002571,1.02,0.387965,0.0,0.010089,5.45,9.0,195.0,4.0,23.0,3.0,10.0,0.0,0.0,253.0,2.02,97.0,0.010234,0.004289,0.014923,3.06,4.98,18.0,8.72,11.0,0.0,2.0,0.0,4.1,0.0,8.11,0.051998,5.08,17.0,0.003956,0.013074,0.016808,48.0,19.0,0.021117,8.45,0.134258,0.004135,-1
0.0,0.0,0.0,2.0,0.0,0.0,0.003769,0.0,0.0,0.0,2.65048,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.24008,0.0,0.0,0.0,3.0,21.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.083459,0.0,2.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.206194,0.0,-1
0.0,0.0,0.0,2.0,0.0,0.0,0.0047020000000000005,0.0,0.0,0.0,0.96755,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.028285,0.0,0.0,0.0,6.0,37.0,2.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,22.0,0.0,0.0,0.0,1.02,0.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.02,0.003164,0.0,2.0,0.003733,0.0,0.0,39.0,4.0,0.003525,0.0,0.005026,0.0,-1
1.0,0.0,0.0,1.0,0.0,0.0,0.004841,0.0,0.0,0.0,0.938338,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.044092,0.0,0.0,0.0,1.0,73.0,0.0,5.0,1.0,1.0,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.011186,0.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.044749,0.0,-1
0.0,0.026973,0.001027,1.0,0.0,0.0,0.017279,0.031783,1.01,0.0,4.30098,0.0,0.0,2.02,0.0,0.0,0.0,9.0,0.0,0.0,0.11495,0.0,0.0,2.02,1.0,27.0,0.0,9.0,2.0,2.0,0.0,0.0,36.0,0.0,17.0,0.032888,0.0,0.032498,0.0,2.15,3.0,2.04,1.0,0.0,1.0,0.0,2.02,0.0,1.01,0.011327,5.08,1.0,0.0,0.039276,0.032899,31.0,9.0,0.001014,2.06,0.02288,0.033121,-1
0.0,0.0008,0.0015630000000000002,4.0,0.0,0.0,0.344828,0.000938,1.01,0.0,10.1352,0.0,0.0,1.01,0.0,1.0,0.0,25.0,0.0,0.0,0.246347,0.0,0.0,1.01,5.0,111.0,0.0,13.0,3.0,8.0,0.0,0.0,78.0,0.0,38.0,0.000912,0.0,0.000909,1.01,1.13,13.0,2.03,3.0,0.0,3.0,0.0,1.01,0.0,2.02,0.017019,3.06,4.0,0.0007059999999999999,0.010398,0.0016010000000000002,37.0,11.0,0.002867,1.03,0.006437000000000001,0.000941,1
0.0,0.003605,0.0,9.0,1.01,1.01,0.016689,0.003978,0.0,0.0,6.71691,0.0,0.0,2.02,1.0,0.0,0.0,15.0,0.0,0.0,0.199952,0.0,0.0,3.03,3.0,61.0,1.0,5.0,3.0,1.0,0.0,1.01,10.0,0.0,19.0,0.006669,0.0008939999999999998,0.006465,0.0,2.07,3.0,3.07,3.0,0.0,2.0,0.0,2.02,0.001152,0.0,0.024071,4.08,9.0,0.0,0.017531,0.006204,35.0,5.0,0.0,3.15,0.052329,0.003909,-1
0.0,0.0,0.0015630000000000002,3.0,0.0,0.0,0.070134,0.0,1.01,0.0,6.09962,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.157212,2.02,0.0,1.06,1.0,58.0,0.0,8.0,2.0,0.0,0.002256,0.0,28.0,0.0,18.0,0.000519,0.0,0.000995,1.01,0.0,1.0,1.05,4.0,0.0,3.0,0.0,0.0,0.0,2.02,0.012771,3.03,3.0,0.000404,0.008406,0.0006320000000000001,24.0,7.0,0.002029,2.34,0.00759,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.02192,0.0,0.0,0.0,3.66829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.206585,0.0,0.0,0.0,2.0,10.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.01,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.056403,3.03,1.0,0.03059,0.010398,0.0,10.0,2.0,0.037887,0.0,0.108521,0.0,-1
0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.013591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.01,0.0,0.0,0.0,1.01,4.0,22.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,9.0,0.014478,0.012527,0.017307,2.02,0.0,5.0,1.04,1.0,0.0,1.0,0.0,0.0,0.0,2.02,0.0,5.05,0.0,0.02301,0.024375,0.019225,16.0,3.0,0.017274,1.04,0.0,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.010665,0.0,0.0,0.0,2.55041,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.174739,0.0,0.0,0.0,0.0,51.0,0.0,18.0,1.0,3.0,0.0,0.0,153.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.053311,3.03,1.0,0.0,0.010398,0.0,9.0,18.0,0.0,0.0,0.10691,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,72.0,0.0,5.0,2.0,1.0,0.0,0.0,10.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-1
0.0,0.011708,0.049736,2.0,0.0,0.0,0.009695,0.015802,2.03,0.0,2.2048,0.0,0.0,1.01,0.0,0.0,0.0,9.0,0.0,0.0,0.136638,0.0,0.0,1.01,1.0,38.0,0.0,5.0,1.0,9.0,0.0,0.0,10.0,0.0,9.0,0.014478,0.0,0.017307,0.0,1.04,10.0,1.01,0.0,0.0,0.0,0.0,1.01,0.0,2.03,0.043804,0.0,2.0,0.0,0.0,0.019225,9.0,5.0,0.052976,1.09,0.14508800000000002,0.014294,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.009491,0.0,0.0,0.0,0.740259,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.016145,0.0,0.0,0.0,9.0,70.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,0.0,3.03,0.0,9.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.000755,3.03,0.0,0.02407,0.010398,0.019225,9.0,2.0,0.018382,0.0,5e-06,0.0,-1
1.0,0.0,0.0,5.0,0.0,0.0,0.039174,0.0,0.0,0.0,5.97302,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.27076,0.0,0.0,0.0,4.0,31.0,0.0,6.0,1.0,1.0,0.0,0.0,15.0,0.0,22.0,0.0,0.0,0.0,1.01,0.0,5.0,1.01,3.0,0.0,3.0,0.0,0.0,0.0,1.01,0.06580599999999999,1.01,5.0,0.001453,0.005149,0.001203,11.0,5.0,0.003223,0.0,0.198475,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.016903,0.0,0.0,0.0,3.0742,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.073134,0.0,0.0,0.0,3.0,41.0,0.0,6.0,3.0,1.0,0.0,1.01,15.0,0.0,18.0,0.0,0.0,0.0,1.01,0.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,0.00406,1.01,0.00472,4.04,0.0,0.003144,0.013377000000000002,0.0,17.0,6.0,0.003648,0.0,0.001173,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,5.0,2.0,1.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.0,2.0,0.0,0.0,0.038075,0.0,0.0,0.0,4.71817,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.251675,0.0,0.0,0.0,8.0,47.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.002488,0.0,0.0,9.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.065434,2.02,2.0,0.0,0.00831,0.0,10.0,2.0,0.0,1.08,0.140904,0.0,-1
0.0,0.0,0.03915,2.0,0.0,1.01,0.005452,0.0,1.01,0.027692,2.46341,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.01,0.135853,0.0,0.0,1.01,4.0,40.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,12.0,0.030266,0.027312,0.03001,1.01,0.0,5.0,2.03,7.0,0.0,7.0,0.0,0.0,0.0,1.02,0.039978,0.0,2.0,0.03059,0.0,0.049832,11.0,3.0,0.037887,1.01,0.132707,0.0,-1
0.0,0.0,0.03915,3.0,0.0,0.0,0.016027,0.0,1.01,0.0,5.92561,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.2724,0.0,0.0,0.0,2.0,20.0,0.0,4.0,1.0,3.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.01,0.063889,3.06,3.0,0.0,0.010398,0.0,18.0,4.0,0.037887,0.0,0.123015,0.0,1
0.0,0.000679,0.082944,6.0,0.0,0.0,0.07017799999999999,0.000449,17.25,0.0,7.778010000000001,0.0,0.0,1.01,0.0,22.0,0.0,3.0,0.0,0.0,0.280119,6.13,0.0,2.02,0.0,7.0,0.0,4.0,1.0,90.0,0.00885,0.0,6.0,0.0,5.0,0.002306,0.0,0.01955,0.0,1.03,90.0,2.02,0.0,0.0,0.0,0.0,1.01,0.0,17.25,0.052783,3.03,6.0,0.0,0.010398,0.002597,9.0,4.0,0.089312,3.06,0.140061,0.000642,1
2.0,0.038666000000000006,0.019301,21.0,1.01,10.16,0.729388,0.037227,11.2,0.034085000000000004,19.5286,0.002193,2.02,8.27,2.0,0.0,0.0,53.0,0.0033740000000000003,5.09,0.739952,0.0,0.0,9.39,11.0,306.0,0.0,33.0,1.0,19.0,0.0,0.0,528.0,0.0,107.0,0.052569000000000005,0.05114,0.049566000000000006,5.06,13.13,29.0,9.67,19.0,0.0,8.0,0.0,7.24,0.0,14.25,0.14644400000000002,0.0,21.0,0.022297,0.0,0.051475,0.0,27.0,0.045863,11.2,0.360125,0.050099,1
0.0,0.001302,0.0,2.0,0.0,1.01,0.004011,0.000995,0.0,0.001449,1.39384,0.0,0.0,1.01,6.0,0.0,0.0,4.0,0.0,1.01,0.06439199999999999,0.0,0.0,1.01,2.0,21.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,6.0,0.002443,0.00246,0.003135,0.0,1.02,4.0,1.01,7.0,0.0,1.0,0.0,1.01,0.0,0.0,0.016152,2.02,2.0,0.0,0.00831,0.0034460000000000003,9.0,3.0,0.0,1.03,0.059927,0.002374,-1
1.0,0.0,0.054856,2.0,0.0,0.0,0.047749,0.0,17.32,0.0,7.017639999999999,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.233481,0.0,0.0,1.02,2.0,37.0,0.0,10.0,1.0,72.0,0.0,0.0,45.0,0.0,18.0,0.0016239999999999998,0.0,0.001659,0.0,0.0,74.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.32,0.041808,3.06,2.0,0.0,0.010398,0.0,18.0,7.0,0.055812,1.04,0.103884,0.0,-1
1.0,0.0,0.0,5.0,0.0,0.0,0.319027,0.0,0.0,0.0,8.32875,0.0,0.0,0.0,2.0,0.0,0.0,41.0,0.0,0.0,0.33686,0.0,0.003039,2.12,10.0,123.0,1.0,5.0,2.0,1.0,0.0,0.0,10.0,1.01,25.0,0.004713,0.0,0.004431,2.04,0.0,11.0,2.04,2.0,0.0,0.0,0.0,0.0,0.0,2.04,0.070497,4.04,5.0,0.00412,0.012963999999999998,0.004349,19.0,0.0,0.005587,2.35,0.139153,0.0,-1
0.0,0.0,0.0,2.0,0.0,0.0,0.008459999999999999,0.0,0.0,0.0,2.5991,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.142869,0.0,0.0,0.0,4.0,74.0,1.0,8.0,3.0,2.0,0.0,0.0,28.0,0.0,36.0,0.0,0.0,0.017307,1.01,0.0,6.0,1.01,9.0,0.0,0.0,0.0,0.0,0.0,1.01,0.041912,1.01,2.0,0.020279,0.01201,0.019225,16.0,2.0,0.015088999999999997,1.01,0.141042,0.0,-1
0.0,0.0,0.03915,2.0,0.0,0.0,0.000601,0.0,1.01,0.0,1.54522,0.0,0.0,0.0,9.0,0.0,0.0,32.0,0.0,0.0,0.089145,0.0,0.010266,0.0,10.0,189.0,1.0,13.0,2.0,1.0,0.0,0.0,78.0,1.01,64.0,0.0,0.0,0.011241,0.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027315,0.0,2.0,0.0,0.0,0.0,16.0,4.0,0.0,1.01,0.096226,0.0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.001677,0.0,0.0,0.0,1.18716,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.048688,0.0,0.0,0.0,1.0,50.0,0.0,10.0,1.0,3.0,0.0,0.0,45.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.010376,0.0,1.0,0.0,0.0,0.0,27.0,10.0,0.0,0.0,0.041747,0.0,-1
0.0,0.002984,0.002928,8.0,0.0,0.0,0.080364,0.003137,1.01,0.0,9.35438,0.0,0.0,1.01,0.0,0.0,0.0,6.0,0.0,0.0,3.49127,0.0,0.0,4.08,6.0,66.0,2.0,3.0,2.0,2.0,0.0,0.0,3.0,0.0,41.0,0.008582,0.0,0.01014,1.02,1.02,8.0,5.3,0.0,0.0,0.0,0.0,1.01,0.0,1.03,0.092204,2.03,8.0,0.002985,0.004949,0.010104,39.0,3.0,0.003143,5.52,0.146405,0.0031550000000000003,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.001677,0.0,0.0,0.0,1.18716,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.048688,0.0,0.0,0.0,0.0,9.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.010376,0.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.041747,0.0,-1
1.0,0.0,0.0,3.0,0.0,1.01,0.186243,0.0,0.0,0.001334,6.61495,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.01,0.159497,0.0,0.0,1.02,4.0,98.0,0.0,9.0,3.0,1.0,0.0,1.01,36.0,0.0,41.0,0.001427,0.001458,0.001247,2.02,0.0,5.0,1.05,8.0,0.0,6.0,0.0,0.0,0.00406,2.02,0.010607,4.04,3.0,0.004106,0.013377000000000002,0.000805,17.0,7.0,0.0054020000000000006,1.01,0.002266,0.0,-1
2.0,0.00236,0.001933,2.0,0.0,2.05,0.44398,0.0,1.01,0.004444,6.52069,0.0,2.03,2.04,0.0,0.0,0.0,17.0,0.002265,2.05,0.177842,0.0,0.0,2.11,4.0,78.0,0.0,8.0,3.0,1.0,0.0,1.01,28.0,0.0,25.0,0.004298,0.004101,0.003891,3.03,2.38,5.0,2.31,5.0,0.0,5.0,0.0,0.0,0.00406,4.04,0.018049000000000003,4.04,2.0,0.007839,0.013377000000000002,0.003666,17.0,6.0,0.010842,2.28,0.034398000000000005,0.002862,-1
0.0,0.014068,0.024839,5.0,0.0,0.0,0.25205900000000003,0.018433,8.11,0.0,6.8389,0.0,0.0,2.06,0.0,0.0,0.0,23.0,0.0,0.0,0.26789,0.0,0.0,2.13,5.0,76.0,0.0,11.0,1.0,9.0,0.0,0.0,55.0,0.0,21.0,0.017349,0.0,0.019951,1.02,2.45,14.0,2.11,3.0,0.0,0.0,0.0,2.06,0.0,9.13,0.056712,3.15,5.0,0.020279,0.011701,0.022086,27.0,11.0,0.041454000000000005,2.48,0.169496,0.017157,-1
0.0,0.006691,0.051546,2.0,0.0,0.0,0.003752,0.006204,3.03,0.0,1.39384,0.0,0.0,2.02,8.0,0.0,0.0,17.0,0.0,0.0,0.06439199999999999,0.0,0.0,1.01,2.0,96.0,0.0,11.0,2.0,5.0,0.0,0.0,55.0,0.0,23.0,0.004139,0.0,0.004034,0.0,2.19,7.0,2.03,8.0,0.0,0.0,0.0,1.01,0.0,3.03,0.016152,3.05,2.0,0.0,0.010808,0.008865999999999999,33.0,10.0,0.049523000000000005,1.06,0.059927,0.009707,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.00353,0.0,0.0,0.0,2.24283,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.17622100000000002,0.0,0.0,0.0,3.0,34.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055584,1.01,1.0,0.0,0.005149,0.0,10.0,2.0,0.0,0.0,0.114048,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.005899000000000001,0.0,0.0,0.0,2.3444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.074714,0.0,0.0,0.0,8.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.002986,0.0,0.0,8.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010205,1.01,1.0,0.0,0.005149,0.003086,9.0,1.0,0.0,1.01,0.026201,0.0,-1
0.0,0.0,0.0,2.0,0.0,0.0,0.032987,0.0,0.0,0.0,5.0643699999999985,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.134047,0.0,0.0,0.0,1.0,39.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.011733,3.09,2.0,0.0,0.010398,0.0,39.0,3.0,0.0,0.0,0.009162,0.0,-1
