ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
0.0,0.0,0.002888,0.0,0.0,0.0,0.001339,0.0,1.01,0.0,4.46389,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9.17814,0.0,0.0,0.0,0.0,23.0,8.0,4.0,4.0,2.0,0.0,1.01,6.0,0.0,5.0,0.0,0.0,0.003043,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.002921,1.01,0.14920999999999998,4.09,4.0,0.0,0.014863,0.0,47.0,2.0,0.0032270000000000003,1.01,0.211039,0.0,-1
0.0,0.0,0.0,4.0,0.0,0.0,0.0005110000000000001,0.0,0.0,0.0,1.49003,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.121386,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043518,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.116244,0.0,-1
0.0,0.0,0.003678,0.0,0.0,0.0,0.000949,0.0,1.01,0.0,1.84703,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,9.09329,1.01,0.0,0.0,2.0,21.0,0.0,7.0,2.0,2.0,0.006499,0.0,21.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.01,0.136921,1.01,3.0,0.0,0.005924,0.0,15.0,7.0,0.004143,0.0,0.175609,0.0,-1
0.0,0.005007999999999999,0.00224,14.0,1.01,4.04,0.171286,0.001852,2.04,0.004675,3.39585,0.0,2.18,5.38,1.0,0.0,0.0,3.0,0.000977,4.05,0.099537,0.0,0.0,4.81,5.0,12.0,13.0,4.0,3.0,2.0,0.0,0.0,6.0,1.02,25.0,0.004015,0.004761,0.003744,3.05,13.06,6.0,7.21,14.0,0.0,13.0,0.0,2.07,0.0,3.08,0.011216,1.04,16.0,0.004082,0.0004969999999999999,0.006673999999999999,75.0,4.0,0.004413,9.3,0.018294,0.006165,-1
0.0,0.0,0.0,4.0,0.0,0.0,0.004944,0.0,0.0,0.0,1.49003,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.121386,0.0,0.0,0.0,12.0,76.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.009111,1.02,0.0,12.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.043518,0.0,4.0,0.006770999999999999,0.0,0.005461,5.0,0.0,0.007262999999999999,2.03,0.116244,0.0,1
0.0,0.0,0.001126,1.0,0.0,0.0,0.01636,0.0,1.01,0.0,2.9065,0.0,0.0,0.0,2.0,1.0,0.0,12.0,0.0,0.0,0.076735,0.0,0.0,0.0,0.0,32.0,0.0,6.0,1.0,1.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.01,0.006691,2.02,1.0,0.0,0.009791,0.0,9.0,6.0,0.0011220000000000002,0.0,0.005543,0.0,-1
0.0,0.0,0.0,2.0,0.0,0.0,0.002227,0.0,0.0,0.0,4.70448,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.20262,0.0,0.0,1.01,2.0,14.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,0.003483,0.0,0.003498,1.01,0.0,2.0,1.02,0.0,2.0,0.0,0.0,0.0,0.0,1.01,0.15892699999999998,0.0,4.0,0.003393,0.0,0.003418,0.0,2.0,0.003604,1.04,0.253072,0.0,-1
1.0,0.0,0.0,3.0,0.0,0.0,0.027879,0.0,0.0,0.0,7.664510000000001,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,9.27709,0.0,0.0,0.0,2.0,69.0,0.0,11.0,1.0,2.0,0.0,0.0,55.0,0.0,27.0,0.0,0.0,0.0,3.03,0.0,4.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,3.03,0.163151,2.04,7.0,0.018159,0.009791,0.0,18.0,10.0,0.017796,0.0,0.24720100000000006,0.0,-1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,60.0,0.0,5.0,2.0,1.0,0.0,0.0,10.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,-1
2.0,0.0,0.001233,2.0,0.0,0.0,0.002656,0.0,1.01,0.0,1.40719,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.034881,0.0,0.0,0.0,2.0,71.0,0.0,17.0,1.0,0.0,0.0,0.0,136.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.01,0.002491,2.02,2.0,0.0,0.009791,0.0,9.0,15.0,0.0016600000000000002,0.0,0.0005480000000000001,0.0,-1
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,4.0,4.0,3.0,1.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.1,3.0,0.0,0.027723,0.0,43.0,4.0,0.0,0.0,0.0,0.0,-1
6.0,0.000533,0.0,6.0,0.0,1.01,0.005904,0.0,0.0,0.0,1.78572,0.0,1.02,1.02,0.0,0.0,0.0,26.0,0.000594,0.0,0.052765,0.0,0.001023,2.09,1.0,122.0,1.0,15.0,1.0,1.0,0.0,0.0,105.0,1.01,68.0,0.002243,0.001024,0.0020350000000000004,1.01,1.27,2.0,2.35,5.0,0.0,4.0,0.0,0.0,0.0,1.01,0.006058,4.13,6.0,0.001686,0.010674,0.0022440000000000003,113.0,9.0,0.0016600000000000002,2.29,0.010369,0.000799,-1
0.0,0.0,0.009522,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,4.0,1.0,2.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.01,0.0,0.0,2.0,0.0,0.0,0.0,9.0,4.0,0.008915000000000001,0.0,0.0,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.001953,0.0,0.0,0.0,3.13741,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.14037,0.0,0.0,0.0,1.0,16.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.14525,3.04,3.0,0.0,0.010847,0.0,19.0,3.0,0.0,0.0,0.20589,0.0,-1
1.0,0.00576,0.047453,10.0,0.0,1.01,0.034476,0.011852,9.2,0.003264,6.876460000000002,0.0,3.05,2.06,0.0,0.0,1.0,11.0,0.008619,1.01,9.32549,0.0,0.0,3.11,9.0,79.0,0.0,9.0,1.0,15.0,0.0,0.0,36.0,0.0,34.0,0.009514,0.0034200000000000003,0.009601,1.04,2.65,24.0,4.15,7.0,13.0,7.0,1.0,4.06,0.0,10.24,0.194739,1.01,17.0,0.003393,0.005924,0.012381,9.0,8.0,0.051672,3.42,0.402881,0.006433,-1
4.0,0.009048,0.0,11.0,0.0,2.04,0.172504,0.004075,0.0,0.006195,20.4305,0.0,3.03,4.04,0.0,0.0,2.0,63.0,0.005557,2.04,9.72916,0.0,0.0,13.46,9.0,217.0,0.0,7.0,1.0,1.0,0.0,0.0,21.0,0.0,49.0,0.036075,0.006296,0.037243,4.04,4.21,9.0,12.32,10.0,19.0,10.0,2.0,1.01,0.0,4.04,0.24025900000000006,2.02,36.0,0.007077,0.009791,0.035946,9.0,2.0,0.007492,15.47,0.501442,0.010565,-1
0.0,0.0,0.013754,3.0,0.0,0.0,0.001875,0.0,1.01,0.0,1.49003,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.121386,0.0,0.0,0.0,1.0,13.0,0.0,4.0,2.0,2.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.01,0.043518,1.1,3.0,0.0,0.027723,0.0,22.0,1.0,0.012518,0.0,0.116244,0.0,-1
0.0,0.0,0.066184,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,21.0,1.0,3.0,0.0,0.0,210.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,2.0,11.0,0.0,0.0,0.0,2.02,0.0,0.0,2.0,0.0,0.0,0.0,18.0,21.0,0.071115,0.0,0.0,0.0,1
15.0,0.001729,0.0016649999999999998,15.0,0.0,1.12,0.21780700000000006,0.001104,1.01,0.000957,15.72,0.0,1.08,2.06,0.0,0.0,1.0,84.0,0.0009,1.1,0.421471,0.0,0.0,2.05,15.0,456.0,0.0,16.0,1.0,0.0,0.0,0.0,120.0,0.0,142.0,0.002516,0.000983,0.003097,9.19,2.86,15.0,7.9,2.0,14.0,2.0,2.0,1.01,0.0,9.18,0.038102,2.02,40.0,0.03945,0.009791,0.0127,9.0,1.0,0.042444,3.76,0.03304,0.002136,-1
0.0,0.0,0.0,4.0,0.0,0.0,0.017608000000000002,0.0,0.0,0.0,10.6456,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.43518,0.0,0.0,0.0,5.0,64.0,0.0,7.0,1.0,1.0,0.0,0.0,21.0,0.0,20.0,0.0,0.0,0.006479,2.02,0.0,6.0,2.02,5.0,7.0,4.0,0.0,0.0,0.0,2.02,0.205013,0.0,12.0,0.00539,0.0,0.0048200000000000005,0.0,4.0,0.005277,3.09,0.431428,0.0,-1
0.0,0.0,0.0,1.0,0.0,1.01,0.002277,0.0,0.0,0.003264,1.84703,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.01,9.09329,0.0,0.0,0.0,3.0,61.0,0.0,7.0,1.0,1.0,0.0,0.0,21.0,0.0,17.0,0.0,0.0034200000000000003,0.003498,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.01,0.136921,1.01,3.0,0.0,0.005924,0.0,9.0,7.0,0.003604,1.02,0.175609,0.0,-1
0.0,0.0,0.0,3.0,0.0,0.0,0.042056,0.0,0.0,0.0,7.58067,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,9.27729,0.0,0.0025,0.0,3.0,54.0,7.0,4.0,1.0,0.0,0.0,0.0,6.0,2.07,25.0,0.0,0.0,0.002936,1.01,0.0,3.0,1.02,2.0,4.0,2.0,0.0,0.0,0.0,1.01,0.16380899999999998,5.31,8.0,0.002663,0.016354,0.0022140000000000003,31.0,4.0,0.002593,1.01,0.250217,0.0,-1
0.0,0.0,0.058192,3.0,0.0,0.0,0.004776,0.0,5.08,0.0,3.33706,0.0,0.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,9.21468,1.01,0.0,0.0,0.0,36.0,0.0,11.0,1.0,31.0,0.00377,0.0,55.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.08,0.180438,0.0,4.0,0.0,0.0,0.0,9.0,11.0,0.057313,0.0,0.291852,0.0,-1
0.0,0.003818,0.003678,4.0,0.0,3.04,0.008343999999999999,0.004651,1.01,0.004769,8.73103,0.0,0.0,3.06,0.0,0.0,0.0,7.0,0.0,3.04,9.32615,0.0,0.0,3.06,0.0,23.0,0.0,7.0,2.0,6.0,0.0,1.01,21.0,0.0,8.0,0.00584,0.004879,0.0055850000000000006,0.0,3.41,6.0,3.06,5.0,7.0,5.0,0.0,3.06,0.000875,1.01,0.17379,3.08,9.0,0.0,0.012165,0.005601,22.0,7.0,0.004143,3.19,0.292506,0.004679,-1
3.0,0.0,0.0,3.0,1.03,2.04,0.023915,0.0,1.01,0.0,5.41242,0.0,0.0,0.0,8.0,0.0,0.0,34.0,0.0,0.0,9.19356,0.0,0.0,1.06,11.0,307.0,0.0,10.0,1.0,0.0,0.0,0.0,45.0,0.0,129.0,0.0,0.0,0.0,5.06,0.0,11.0,1.21,13.0,3.0,0.0,1.0,0.0,0.0,6.07,0.147109,2.02,6.0,0.044241,0.009791,0.0,9.0,7.0,0.046902,1.86,0.187565,0.0,-1
2.0,0.0,0.0,4.0,0.0,2.05,0.034676,0.001655,0.0,0.003174,11.5189,0.0,1.01,0.0,0.0,0.0,0.0,7.0,0.0012,2.02,9.39297,0.0,0.0,0.0,3.0,34.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.00305,0.003043,1.01,0.0,3.0,0.0,9.0,6.0,3.0,0.0,1.01,0.0,1.01,0.177522,2.02,10.0,0.004111,0.009791,0.0,9.0,2.0,0.004143,1.01,0.285789,0.0,-1
0.0,0.0,0.0,2.0,0.0,0.0,0.002557,0.0,0.0,0.0,6.11627,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.25218,0.0,0.0,0.0,3.0,13.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.004263,0.0,0.0,3.0,1.01,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.16684100000000002,2.02,7.0,0.0,0.009791,0.002799,17.0,0.0,0.0,2.02,0.284954,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.000949,0.0,0.0,0.0,1.84703,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,9.09329,0.0,0.0,0.0,1.0,47.0,0.0,6.0,1.0,1.0,0.0,0.0,15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.136921,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.175609,0.0,-1
0.0,0.0,0.0,2.0,0.0,0.0,0.0026920000000000004,0.0,0.0,0.0,3.33706,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.21468,0.0,0.0,0.0,1.0,9.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.004384000000000001,0.0,0.0,1.0,1.01,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.180438,1.01,3.0,0.0,0.005924,0.004019,15.0,0.0,0.0,1.04,0.291852,0.0,-1
0.0,0.0,0.0,4.0,0.0,1.01,0.017626,0.0,0.0,0.010189,9.62849,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.01,9.40165,0.0,0.0,2.15,5.0,99.0,0.0,4.0,1.0,2.0,0.0,0.0,6.0,0.0,25.0,0.007908,0.010354,0.009643,6.12,0.0,7.0,3.45,2.0,7.0,1.0,0.0,0.0,0.0,6.12,0.199926,0.0,12.0,0.029215,0.0,0.009912,0.0,4.0,0.029471,3.3,0.416054,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,122.0,16.0,9.0,3.0,1.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,7.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.002291,0.0,11.0,0.0,0.0,0.017674000000000002,0.002241,0.0,0.0,11.4778,0.0,0.0,1.02,0.0,0.0,0.0,18.0,0.0,0.0,9.44939,0.0,0.0,1.03,14.0,63.0,0.0,12.0,2.0,0.0,0.0,0.0,66.0,0.0,44.0,0.002905,0.0,0.004601,4.08,1.21,14.0,4.15,0.0,12.0,0.0,1.0,1.02,0.0,4.08,0.203153,8.12,18.0,0.01125,0.022649,0.011772,31.0,12.0,0.011353,2.03,0.410376,0.002593,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.0017629999999999996,0.0,0.0,0.0,4.58293,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,9.17116,0.0,0.0,0.0,0.0,41.0,0.0,14.0,1.0,2.0,0.0,0.0,91.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.145075,2.02,4.0,0.0,0.009791,0.0,9.0,14.0,0.0,0.0,0.186189,0.0,-1
0.0,0.002778,0.001602,10.0,0.0,2.07,0.061734,0.003194,1.01,0.004547,18.4529,0.0,0.0,2.02,0.0,0.0,0.0,3.0,0.0,2.05,9.61644,0.0,0.0,3.06,9.0,84.0,0.0,3.0,2.0,1.0,0.0,1.01,3.0,0.0,36.0,0.004949,0.0044020000000000005,0.005028,5.2,2.07,10.0,3.42,1.0,12.0,1.0,0.0,2.03,0.001571,5.21,0.21225,2.09,26.0,0.012691,0.004479,0.004974,7.0,2.0,0.011331,3.93,0.386049,0.00322,1
