wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5.0,1.0,0.0,6.0,5.0,10.0,5.0,1.0,5.0,2.0,5.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,1.0,-1
15.0,1.0,0.0,29.0,24.0,0.0,28.0,1.0,13.0,0.883117,455.0,0.454545,0.0,0.0,0.23809499999999997,1.0,1.0,28.6,7.0,2.3333,-1
10.0,1.0,0.0,9.0,10.0,45.0,7.0,2.0,10.0,2.0,10.0,0.0,0.0,0.0,0.31666700000000003,0.0,0.0,0.0,1.0,1.0,-1
15.0,1.0,0.0,52.0,36.0,0.0,47.0,5.0,13.0,0.535714,429.0,1.0,0.0,0.0,0.357143,0.0,0.0,27.466666999999998,8.0,2.1333,-1
4.0,2.0,0.0,5.0,8.0,0.0,3.0,2.0,2.0,1.066667,93.0,1.0,0.0,0.714286,0.666667,1.0,4.0,21.0,4.0,1.25,-1
4.0,2.0,0.0,6.0,12.0,0.0,1.0,5.0,2.0,0.666667,127.0,1.0,0.0,0.714286,0.555556,1.0,4.0,30.0,5.0,1.5,-1
9.0,1.0,0.0,13.0,23.0,0.0,1.0,12.0,6.0,0.5625,217.0,1.0,0.0,0.0,0.458333,0.0,0.0,22.888889000000002,2.0,1.2222,-1
9.0,1.0,0.0,14.0,29.0,0.0,1.0,13.0,6.0,0.5625,287.0,1.0,0.0,0.0,0.458333,0.0,0.0,30.666666999999997,2.0,1.2222,-1
20.0,1.0,0.0,15.0,28.0,0.0,12.0,3.0,18.0,0.8362569999999999,504.0,0.777778,3.0,0.0,0.19548900000000002,1.0,1.0,23.75,7.0,2.05,-1
4.0,2.0,0.0,3.0,6.0,0.0,1.0,2.0,2.0,0.666667,68.0,1.0,0.0,0.8461540000000001,0.666667,1.0,2.0,15.5,2.0,0.75,-1
9.0,1.0,0.0,10.0,29.0,0.0,1.0,9.0,6.0,0.5625,291.0,1.0,0.0,0.0,0.458333,0.0,0.0,31.111110999999998,3.0,1.3333,-1
13.0,1.0,0.0,13.0,63.0,0.0,1.0,12.0,6.0,0.541667,591.0,1.0,0.0,0.0,0.35,0.0,0.0,44.307691999999996,4.0,1.4615,-1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
9.0,1.0,0.0,9.0,28.0,0.0,1.0,8.0,6.0,0.5625,313.0,1.0,0.0,0.0,0.458333,0.0,0.0,33.555556,6.0,1.6667,-1
16.0,2.0,0.0,12.0,42.0,0.0,6.0,6.0,11.0,0.466667,382.0,1.0,1.0,0.22222199999999998,0.306667,1.0,4.0,22.75,2.0,1.625,-1
12.0,1.0,0.0,8.0,29.0,0.0,2.0,6.0,9.0,0.681818,409.0,0.5,1.0,0.0,0.424242,0.0,0.0,32.75,4.0,1.8333,-1
29.0,1.0,0.0,13.0,54.0,0.0,11.0,2.0,27.0,0.792208,1030.0,1.0,0.0,0.0,0.29285700000000003,0.0,0.0,34.137931,10.0,2.4828,-1
9.0,1.0,0.0,9.0,27.0,0.0,1.0,8.0,6.0,0.5625,267.0,1.0,0.0,0.0,0.458333,0.0,0.0,28.444444,2.0,1.2222,-1
12.0,1.0,0.0,14.0,64.0,0.0,1.0,13.0,6.0,0.545455,598.0,1.0,0.0,0.0,0.345455,0.0,0.0,48.666667,3.0,1.3333,-1
17.0,1.0,8.0,25.0,28.0,0.0,24.0,1.0,14.0,0.7375,387.0,1.0,0.0,0.0,0.458333,0.0,0.0,21.470588,3.0,1.5294,-1
9.0,1.0,0.0,15.0,33.0,0.0,1.0,14.0,6.0,0.5625,309.0,1.0,0.0,0.0,0.458333,0.0,0.0,33.111111,4.0,1.4444,-1
23.0,1.0,0.0,15.0,53.0,0.0,12.0,3.0,21.0,0.681818,1119.0,1.0,1.0,0.0,0.265152,0.0,0.0,47.347826,10.0,2.1739,-1
14.0,1.0,0.0,13.0,48.0,0.0,1.0,12.0,9.0,0.692308,522.0,0.4,1.0,0.0,0.276923,0.0,0.0,35.928571000000005,4.0,1.9286,-1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
3.0,3.0,0.0,2.0,5.0,1.0,0.0,2.0,1.0,0.75,48.0,1.0,0.0,0.9285709999999999,0.5,1.0,2.0,14.333332999999998,1.0,0.3333,-1
11.0,1.0,0.0,11.0,42.0,0.0,1.0,10.0,6.0,0.55,433.0,1.0,0.0,0.0,0.5,0.0,0.0,38.181818,4.0,1.3636,-1
13.0,1.0,6.0,10.0,15.0,0.0,8.0,2.0,11.0,0.541667,248.0,1.0,0.0,0.0,0.791667,0.0,0.0,17.923077,2.0,1.6154,-1
13.0,2.0,0.0,10.0,27.0,0.0,6.0,4.0,7.0,0.458333,291.0,1.0,1.0,0.266667,0.23611100000000002,1.0,4.0,21.230769,2.0,1.5385,-1
9.0,1.0,0.0,15.0,32.0,0.0,2.0,13.0,6.0,0.5625,323.0,1.0,0.0,0.0,0.458333,0.0,0.0,34.666667,4.0,1.4444,-1
10.0,1.0,0.0,11.0,38.0,0.0,1.0,10.0,7.0,0.555556,376.0,1.0,0.0,0.0,0.44444399999999995,0.0,0.0,36.4,6.0,1.7,-1
15.0,1.0,0.0,13.0,51.0,0.0,2.0,11.0,11.0,0.653061,732.0,1.0,3.0,0.0,0.28571399999999997,0.0,0.0,47.333333,6.0,1.9333,-1
9.0,1.0,0.0,6.0,19.0,0.0,1.0,5.0,6.0,0.5625,210.0,1.0,0.0,0.0,0.458333,0.0,0.0,22.111110999999998,2.0,1.2222,-1
16.0,1.0,0.0,14.0,54.0,0.0,1.0,13.0,9.0,0.677778,610.0,1.0,2.0,0.0,0.266667,0.0,0.0,36.75,4.0,2.0,-1
14.0,1.0,0.0,11.0,43.0,0.0,2.0,9.0,10.0,0.681319,583.0,1.0,3.0,0.0,0.323077,0.0,0.0,40.142857,5.0,1.8571,-1
20.0,1.0,0.0,11.0,20.0,190.0,7.0,4.0,20.0,2.0,20.0,0.0,0.0,0.0,0.266667,0.0,0.0,0.0,1.0,1.0,-1
9.0,1.0,0.0,11.0,32.0,0.0,1.0,10.0,6.0,0.5625,314.0,1.0,0.0,0.0,0.458333,0.0,0.0,33.666667,4.0,1.4444,-1
4.0,1.0,0.0,2.0,19.0,0.0,0.0,2.0,2.0,0.666667,110.0,1.0,0.0,0.0,0.333333,0.0,0.0,26.0,2.0,0.75,-1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
11.0,1.0,0.0,3.0,15.0,0.0,1.0,2.0,9.0,0.55,228.0,1.0,0.0,0.0,0.43333299999999997,0.0,0.0,19.545455,2.0,1.4545,-1
12.0,1.0,0.0,13.0,48.0,0.0,1.0,12.0,6.0,0.545455,397.0,1.0,0.0,0.0,0.327273,0.0,0.0,31.916666999999997,2.0,1.25,-1
11.0,1.0,0.0,12.0,40.0,0.0,1.0,11.0,6.0,0.55,390.0,1.0,0.0,0.0,0.5,0.0,0.0,34.272727,4.0,1.3636,-1
9.0,1.0,0.0,12.0,38.0,0.0,1.0,11.0,6.0,0.5625,354.0,1.0,0.0,0.0,0.458333,0.0,0.0,38.111111,7.0,1.7778,-1
11.0,1.0,0.0,7.0,20.0,0.0,1.0,6.0,9.0,0.74,298.0,0.4,1.0,0.0,0.35,0.0,0.0,25.636364,3.0,1.6364,-1
4.0,2.0,0.0,2.0,6.0,0.0,0.0,2.0,2.0,0.666667,68.0,1.0,0.0,0.714286,0.5,1.0,4.0,15.5,2.0,0.75,-1
9.0,1.0,0.0,10.0,27.0,0.0,2.0,8.0,6.0,0.5625,267.0,1.0,0.0,0.0,0.458333,0.0,0.0,28.444444,2.0,1.2222,-1
12.0,1.0,0.0,14.0,66.0,0.0,1.0,13.0,6.0,0.545455,540.0,1.0,0.0,0.0,0.345455,0.0,0.0,43.833333,4.0,1.4167,-1
5.0,1.0,0.0,8.0,18.0,0.0,7.0,1.0,2.0,0.625,229.0,1.0,0.0,0.0,0.25,0.0,0.0,44.4,6.0,1.8,-1
4.0,2.0,0.0,3.0,7.0,0.0,1.0,2.0,2.0,0.8888889999999999,72.0,1.0,0.0,0.714286,0.666667,1.0,4.0,16.25,2.0,0.75,-1
8.0,1.0,0.0,4.0,16.0,0.0,1.0,3.0,6.0,0.571429,169.0,1.0,0.0,0.0,0.428571,0.0,0.0,19.875,2.0,1.25,-1
23.0,1.0,0.0,40.0,28.0,0.0,29.0,11.0,21.0,0.958333,538.0,0.166667,0.0,0.0,0.117424,0.0,0.0,21.869564999999998,2.0,1.7826,-1
10.0,1.0,0.0,1.0,18.0,0.0,0.0,1.0,8.0,0.638889,284.0,1.0,0.0,0.0,0.305556,1.0,1.0,27.0,7.0,2.1,-1
7.0,1.0,0.0,4.0,7.0,21.0,3.0,1.0,7.0,2.0,7.0,0.0,0.0,0.0,0.306122,0.0,0.0,0.0,1.0,1.0,-1
13.0,2.0,0.0,10.0,29.0,0.0,6.0,4.0,9.0,0.458333,295.0,1.0,1.0,0.266667,0.214286,1.0,4.0,21.538462,2.0,1.5385,-1
0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
4.0,2.0,0.0,5.0,12.0,0.0,3.0,2.0,2.0,0.666667,122.0,1.0,0.0,0.866667,0.666667,1.0,4.0,29.0,4.0,1.25,-1
9.0,1.0,0.0,12.0,38.0,0.0,1.0,11.0,6.0,0.5625,354.0,1.0,0.0,0.0,0.458333,0.0,0.0,38.111111,7.0,1.7778,-1
29.0,1.0,0.0,20.0,140.0,0.0,0.0,20.0,2.0,0.793651,2781.0,1.0,7.0,0.0,0.416667,0.0,0.0,94.586207,7.0,2.2759,-1
12.0,1.0,0.0,8.0,34.0,0.0,1.0,7.0,9.0,0.688312,439.0,0.714286,3.0,0.0,0.29090900000000003,0.0,0.0,35.0,5.0,1.9167,-1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
11.0,1.0,0.0,13.0,48.0,0.0,2.0,11.0,6.0,0.55,436.0,1.0,0.0,0.0,0.5,0.0,0.0,38.454545,2.0,1.1818,-1
5.0,2.0,0.0,4.0,20.0,0.0,1.0,3.0,3.0,0.625,176.0,1.0,0.0,0.8125,0.5,2.0,6.0,33.8,4.0,1.8,-1
29.0,1.0,14.0,28.0,61.0,0.0,24.0,4.0,27.0,0.6479590000000001,1139.0,1.0,0.0,0.0,0.190476,0.0,0.0,38.034483,8.0,2.2759,-1
4.0,2.0,0.0,7.0,10.0,0.0,5.0,2.0,2.0,0.333333,218.0,1.0,0.0,0.714286,0.666667,1.0,4.0,53.0,13.0,3.5,-1
11.0,2.0,0.0,6.0,25.0,0.0,2.0,4.0,6.0,0.45,241.0,1.0,1.0,0.307692,0.4,1.0,4.0,20.727273,2.0,1.4545,-1
9.0,1.0,0.0,17.0,33.0,0.0,2.0,15.0,6.0,0.5625,282.0,1.0,0.0,0.0,0.458333,0.0,0.0,30.111110999999998,4.0,1.4444,-1
18.0,1.0,0.0,7.0,18.0,153.0,5.0,2.0,18.0,2.0,18.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.0,1.0,-1
8.0,1.0,0.0,4.0,13.0,0.0,1.0,3.0,6.0,0.571429,156.0,1.0,0.0,0.0,0.428571,0.0,0.0,18.25,2.0,1.25,-1
10.0,1.0,0.0,4.0,33.0,0.0,0.0,4.0,8.0,0.48148100000000005,603.0,1.0,0.0,0.0,0.25396799999999997,0.0,0.0,59.0,16.0,3.2,-1
11.0,1.0,0.0,5.0,11.0,55.0,4.0,1.0,11.0,2.0,11.0,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,1.0,1.0,-1
4.0,2.0,0.0,11.0,15.0,0.0,1.0,10.0,2.0,1.066667,165.0,0.4,0.0,0.923077,0.666667,1.0,9.0,39.0,2.0,0.75,-1
7.0,1.0,0.0,27.0,7.0,21.0,27.0,0.0,7.0,2.0,7.0,0.0,0.0,0.0,0.714286,0.0,0.0,0.0,1.0,1.0,-1
5.0,2.0,0.0,13.0,9.0,0.0,12.0,1.0,2.0,0.75,131.0,0.4,4.0,0.785714,0.333333,1.0,1.0,24.2,2.0,1.0,-1
10.0,1.0,0.0,16.0,31.0,0.0,1.0,15.0,6.0,0.555556,273.0,1.0,0.0,0.0,0.48148100000000005,0.0,0.0,26.1,3.0,1.4,-1
14.0,1.0,0.0,16.0,83.0,0.0,1.0,15.0,6.0,0.538462,852.0,1.0,0.0,0.0,0.333333,0.0,0.0,59.714286,7.0,2.1429,-1
9.0,1.0,0.0,9.0,28.0,0.0,1.0,8.0,6.0,0.5625,300.0,1.0,0.0,0.0,0.458333,0.0,0.0,32.111111,4.0,1.4444,-1
3.0,1.0,0.0,1.0,10.0,3.0,0.0,1.0,3.0,0.5,35.0,1.0,1.0,0.0,0.5,0.0,0.0,10.333333,1.0,0.6667,-1
31.0,1.0,0.0,69.0,41.0,0.0,67.0,2.0,29.0,0.892857,944.0,1.0,1.0,0.0,0.23333299999999998,1.0,1.0,29.0,7.0,2.3871,-1
19.0,2.0,0.0,19.0,51.0,0.0,13.0,6.0,14.0,0.47222200000000003,524.0,1.0,1.0,0.190476,0.22222199999999998,1.0,4.0,26.473684000000002,4.0,1.7895,-1
17.0,2.0,0.0,29.0,42.0,0.0,23.0,6.0,12.0,0.583333,476.0,1.0,2.0,0.21052600000000002,0.395833,1.0,4.0,26.823528999999997,4.0,1.8824,-1
4.0,2.0,0.0,7.0,11.0,0.0,1.0,6.0,2.0,0.666667,95.0,1.0,0.0,0.714286,0.555556,2.0,5.0,22.0,3.0,1.0,-1
28.0,1.0,0.0,25.0,140.0,0.0,1.0,24.0,6.0,0.796296,2423.0,1.0,8.0,0.0,0.324074,0.0,0.0,85.17857099999999,3.0,1.8214,-1
7.0,2.0,0.0,3.0,9.0,0.0,1.0,2.0,5.0,0.583333,178.0,1.0,0.0,0.6875,0.666667,1.0,2.0,24.142857,5.0,2.2857,-1
5.0,2.0,0.0,16.0,9.0,0.0,14.0,2.0,3.0,0.625,135.0,1.0,0.0,0.625,0.5,1.0,4.0,25.6,4.0,1.8,-1
8.0,1.0,18.0,35.0,10.0,0.0,34.0,1.0,6.0,0.666667,137.0,1.0,0.0,0.0,0.47618999999999995,0.0,0.0,15.75,2.0,1.0,-1
10.0,1.0,0.0,13.0,33.0,0.0,8.0,5.0,8.0,0.527778,458.0,1.0,2.0,0.0,0.333333,0.0,0.0,44.4,6.0,2.4,-1
20.0,1.0,0.0,12.0,63.0,0.0,1.0,11.0,8.0,0.610526,884.0,1.0,1.0,0.0,0.252632,0.0,0.0,42.95,5.0,2.45,-1
4.0,2.0,0.0,14.0,12.0,0.0,12.0,2.0,2.0,0.666667,122.0,1.0,0.0,0.866667,0.666667,1.0,4.0,29.0,4.0,1.25,-1
13.0,1.0,0.0,5.0,34.0,0.0,0.0,5.0,11.0,0.44444399999999995,498.0,1.0,0.0,0.0,0.395833,0.0,0.0,37.076923,3.0,2.0,-1
15.0,1.0,0.0,21.0,52.0,0.0,15.0,6.0,12.0,0.535714,684.0,1.0,0.0,0.0,0.214286,0.0,0.0,44.466667,6.0,2.2,-1
11.0,1.0,0.0,12.0,40.0,0.0,1.0,11.0,6.0,0.55,344.0,1.0,0.0,0.0,0.5,0.0,0.0,30.090909000000003,2.0,1.1818,-1
3.0,1.0,0.0,2.0,5.0,1.0,0.0,2.0,1.0,0.75,48.0,1.0,0.0,0.0,0.5,0.0,0.0,14.333332999999998,1.0,0.3333,-1
4.0,2.0,1.0,10.0,6.0,0.0,8.0,2.0,2.0,0.666667,68.0,1.0,0.0,0.8461540000000001,0.666667,1.0,2.0,15.5,2.0,0.75,-1
7.0,2.0,0.0,3.0,9.0,0.0,1.0,2.0,5.0,0.583333,166.0,1.0,0.0,0.6875,0.666667,1.0,2.0,22.428570999999998,4.0,2.0,-1
8.0,2.0,0.0,10.0,17.0,0.0,8.0,2.0,6.0,0.571429,249.0,1.0,0.0,0.684211,0.642857,1.0,4.0,29.625,4.0,1.625,-1
10.0,1.0,0.0,16.0,10.0,45.0,16.0,0.0,10.0,2.0,10.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,1.0,-1
16.0,1.0,0.0,13.0,40.0,0.0,8.0,5.0,14.0,0.7238100000000001,674.0,1.0,2.0,0.0,0.266667,0.0,0.0,40.6875,7.0,2.375,-1
4.0,2.0,0.0,6.0,16.0,0.0,3.0,3.0,2.0,1.066667,181.0,1.0,0.0,0.714286,0.666667,2.0,5.0,43.0,8.0,2.25,-1
5.0,2.0,0.0,5.0,15.0,0.0,2.0,3.0,3.0,0.583333,247.0,0.666667,0.0,0.625,0.583333,1.0,4.0,47.8,8.0,3.4,-1
6.0,3.0,0.0,43.0,11.0,0.0,42.0,1.0,4.0,0.6,115.0,1.0,0.0,0.9285709999999999,0.533333,0.0,0.0,17.833333,1.0,0.1667,-1
33.0,1.0,0.0,6.0,33.0,528.0,1.0,5.0,33.0,2.0,33.0,0.0,0.0,0.0,0.190909,0.0,0.0,0.0,1.0,1.0,-1
22.0,1.0,0.0,22.0,31.0,0.0,21.0,1.0,20.0,0.8523809999999999,552.0,1.0,0.0,0.0,0.197279,1.0,1.0,23.636364,7.0,2.0455,-1
13.0,1.0,0.0,11.0,53.0,0.0,1.0,10.0,6.0,0.541667,477.0,1.0,0.0,0.0,0.35,0.0,0.0,35.538462,3.0,1.3846,-1
5.0,1.0,0.0,6.0,17.0,0.0,1.0,5.0,2.0,0.625,168.0,1.0,0.0,0.0,0.3125,0.0,0.0,32.2,4.0,1.6,-1
9.0,1.0,0.0,15.0,26.0,0.0,1.0,14.0,6.0,0.5625,263.0,1.0,0.0,0.0,0.458333,0.0,0.0,28.0,3.0,1.3333,-1
8.0,1.0,0.0,3.0,31.0,0.0,0.0,3.0,6.0,0.52381,251.0,1.0,0.0,0.0,0.47618999999999995,0.0,0.0,30.0,3.0,1.5,-1
31.0,1.0,0.0,19.0,44.0,0.0,16.0,3.0,29.0,0.8857139999999999,870.0,1.0,4.0,0.0,0.175,1.0,1.0,26.612903000000003,7.0,2.1613,-1
20.0,1.0,0.0,10.0,44.0,0.0,9.0,1.0,18.0,0.721805,757.0,1.0,0.0,0.0,0.438596,0.0,0.0,36.5,6.0,2.5,-1
10.0,1.0,0.0,14.0,32.0,0.0,1.0,13.0,6.0,0.555556,299.0,1.0,0.0,0.0,0.48148100000000005,0.0,0.0,28.7,3.0,1.4,-1
12.0,1.0,0.0,11.0,39.0,0.0,1.0,10.0,6.0,0.545455,357.0,1.0,0.0,0.0,0.327273,0.0,0.0,28.583333000000003,2.0,1.25,-1
14.0,2.0,0.0,11.0,29.0,0.0,6.0,5.0,9.0,0.461538,309.0,1.0,1.0,0.25,0.43589700000000003,1.0,4.0,20.928570999999998,2.0,1.5714,-1
9.0,1.0,0.0,12.0,24.0,0.0,1.0,11.0,6.0,0.5625,222.0,1.0,0.0,0.0,0.458333,0.0,0.0,23.444444,2.0,1.2222,-1
6.0,1.0,8.0,9.0,8.0,3.0,8.0,1.0,1.0,0.733333,107.0,1.0,0.0,0.0,0.5,0.0,0.0,16.333333,3.0,1.1667,-1
4.0,2.0,0.0,5.0,8.0,0.0,1.0,4.0,2.0,0.666667,85.0,1.0,0.0,0.714286,0.666667,1.0,4.0,19.75,3.0,1.0,-1
10.0,1.0,0.0,6.0,10.0,45.0,4.0,2.0,10.0,2.0,10.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,1.0,1.0,-1
10.0,1.0,0.0,3.0,32.0,0.0,0.0,3.0,8.0,0.48148100000000005,553.0,1.0,0.0,0.0,0.277778,0.0,0.0,54.0,13.0,2.9,-1
6.0,2.0,0.0,22.0,50.0,0.0,1.0,21.0,2.0,1.066667,367.0,0.22222199999999998,0.0,0.857143,0.5,1.0,11.0,58.666667000000004,3.0,1.6667,1
5.0,2.0,0.0,23.0,36.0,0.0,1.0,22.0,2.0,1.145833,307.0,0.166667,0.0,0.8888889999999999,0.5,1.0,10.0,58.0,3.0,1.2,1
4.0,2.0,0.0,11.0,14.0,0.0,1.0,10.0,2.0,1.166667,140.0,0.25,0.0,0.923077,0.666667,1.0,9.0,32.0,2.0,0.75,1
4.0,2.0,0.0,25.0,37.0,0.0,1.0,24.0,2.0,1.2380950000000002,420.0,0.14285699999999998,0.0,0.923077,0.666667,1.0,9.0,100.5,3.0,1.0,1
5.0,2.0,0.0,10.0,9.0,0.0,8.0,2.0,3.0,0.5625,193.0,1.0,0.0,0.714286,0.583333,1.0,4.0,36.8,7.0,1.6,1
14.0,1.0,0.0,8.0,38.0,0.0,1.0,7.0,9.0,0.714286,529.0,0.857143,3.0,0.0,0.307692,0.0,0.0,36.285714,5.0,2.2143,1
4.0,2.0,0.0,12.0,14.0,0.0,2.0,10.0,2.0,1.066667,134.0,0.4,0.0,0.923077,0.666667,1.0,9.0,31.25,2.0,0.75,1
11.0,1.0,0.0,11.0,36.0,0.0,1.0,10.0,6.0,0.55,362.0,1.0,0.0,0.0,0.5,0.0,0.0,31.727272999999997,3.0,1.2727,1
4.0,2.0,0.0,11.0,15.0,0.0,1.0,10.0,2.0,1.0,127.0,0.5,0.0,0.923077,0.666667,1.0,10.0,29.75,2.0,0.75,1
