total_loc,blank_loc,comment_loc,code_and_comment_loc,executable_loc,unique_operands,unique_operators,total_operands,total_operators,halstead_vocabulary,halstead_length,halstead_volume,halstead_level,halstead_difficulty,halstead_effort,halstead_error,halstead_time,branch_count,decision_count,call_pairs,condition_count,multiple_condition_count,cyclomatic_complexity,cyclomatic_density,decision_density,design_complexity,design_density,normalized_cyclomatic_complexity,formal_parameters,defects
3.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,5.0,7.0,8.0,15.0,0.5,2.0,30.0,0.01,1.67,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.33,0.0,-1
8.0,0.0,0.0,0.0,8.0,7.0,7.0,8.0,14.0,14.0,22.0,58.0,0.25,4.0,232.0,0.02,12.89,4.0,2.0,0.0,2.0,1.0,2.0,0.25,1.0,0.0,0.0,0.25,1.0,-1
7.0,0.0,1.0,0.0,6.0,8.0,7.0,10.0,16.0,15.0,26.0,70.0,0.23,4.35,304.35,0.02,16.91,2.0,1.0,0.0,1.0,0.0,2.0,0.33,1.0,0.0,0.0,0.29,0.0,-1
45.0,0.0,16.0,0.0,29.0,22.0,11.0,40.0,65.0,33.0,105.0,367.0,0.1,10.0,3670.0,0.12,203.89,18.0,9.0,4.0,9.0,2.0,7.0,0.24,1.0,4.0,0.57,0.16,0.0,-1
10.0,0.0,5.0,1.0,5.0,6.0,5.0,7.0,16.0,11.0,23.0,55.0,0.34,2.94,161.76,0.02,8.99,6.0,3.0,3.0,3.0,1.0,3.0,0.6,1.0,3.0,1.0,0.3,0.0,-1
8.0,0.0,0.0,0.0,8.0,6.0,12.0,14.0,22.0,18.0,36.0,104.0,0.07,14.29,1485.71,0.03,82.54,2.0,1.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,0.0,0.25,1.0,-1
10.0,0.0,1.0,0.0,9.0,9.0,11.0,17.0,29.0,20.0,46.0,137.0,0.1,10.0,1370.0,0.05,76.11,2.0,1.0,3.0,0.0,0.0,2.0,0.22,0.0,3.0,1.5,0.2,1.0,-1
9.0,0.0,2.0,0.0,7.0,6.0,7.0,9.0,18.0,13.0,27.0,69.0,0.19,5.26,363.16,0.02,20.18,4.0,2.0,2.0,2.0,1.0,2.0,0.29,1.0,2.0,1.0,0.22,0.0,-1
6.0,0.0,0.0,0.0,6.0,9.0,7.0,21.0,23.0,16.0,44.0,121.0,0.12,8.33,1008.33,0.04,56.02,0.0,0.0,4.0,0.0,0.0,1.0,0.17,0.0,4.0,4.0,0.17,0.0,1
6.0,0.0,0.0,0.0,6.0,9.0,9.0,22.0,32.0,18.0,54.0,156.0,0.09,11.11,1733.33,0.05,96.3,0.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,0.0,0.17,1.0,-1
8.0,0.0,3.0,0.0,5.0,5.0,4.0,5.0,9.0,9.0,14.0,30.0,0.5,2.0,60.0,0.01,3.33,0.0,0.0,3.0,0.0,0.0,1.0,0.2,0.0,3.0,3.0,0.13,0.0,-1
9.0,0.0,2.0,0.0,7.0,7.0,8.0,9.0,15.0,15.0,24.0,64.0,0.19,5.26,336.84,0.02,18.71,2.0,1.0,0.0,1.0,0.0,2.0,0.29,1.0,0.0,0.0,0.22,1.0,-1
21.0,0.0,2.0,0.0,19.0,16.0,8.0,36.0,47.0,24.0,83.0,263.0,0.11,9.09,2390.91,0.09,132.83,8.0,4.0,4.0,4.0,0.0,5.0,0.26,1.0,4.0,0.8,0.24,0.0,-1
7.0,0.0,0.0,0.0,7.0,8.0,4.0,8.0,11.0,12.0,19.0,47.0,0.5,2.0,94.0,0.02,5.22,0.0,0.0,1.0,0.0,0.0,1.0,0.14,0.0,1.0,1.0,0.14,0.0,-1
6.0,0.0,0.0,0.0,6.0,7.0,4.0,7.0,9.0,11.0,16.0,38.0,0.5,2.0,76.0,0.01,4.22,0.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,0.0,0.17,0.0,-1
13.0,0.0,0.0,0.0,13.0,12.0,9.0,25.0,30.0,21.0,55.0,167.0,0.11,9.09,1518.18,0.06,84.34,2.0,1.0,0.0,0.0,0.0,2.0,0.15,0.0,0.0,0.0,0.15,0.0,-1
20.0,0.0,0.0,0.0,20.0,12.0,6.0,13.0,26.0,18.0,39.0,112.0,0.31,3.23,361.29,0.04,20.07,10.0,5.0,0.0,5.0,1.0,4.0,0.2,1.0,0.0,0.0,0.2,1.0,-1
21.0,0.0,0.0,0.0,21.0,12.0,6.0,13.0,26.0,18.0,39.0,112.0,0.31,3.23,361.29,0.04,20.07,10.0,5.0,0.0,5.0,1.0,4.0,0.19,1.0,0.0,0.0,0.19,1.0,-1
22.0,0.0,6.0,0.0,16.0,14.0,7.0,20.0,33.0,21.0,53.0,161.0,0.2,5.0,805.0,0.05,44.72,10.0,5.0,0.0,5.0,1.0,4.0,0.25,1.0,0.0,0.0,0.18,1.0,-1
25.0,0.0,10.0,0.0,15.0,18.0,16.0,40.0,58.0,34.0,98.0,345.0,0.06,16.67,5750.0,0.12,319.44,14.0,7.0,1.0,6.0,1.0,7.0,0.47,1.17,1.0,0.14,0.28,0.0,-1
33.0,0.0,14.0,0.0,19.0,17.0,17.0,45.0,62.0,34.0,107.0,377.0,0.04,25.0,9425.0,0.13,523.61,12.0,6.0,2.0,5.0,1.0,6.0,0.32,1.2,2.0,0.33,0.18,0.0,-1
9.0,0.0,3.0,0.0,6.0,5.0,9.0,8.0,15.0,14.0,23.0,60.0,0.14,7.14,428.57,0.02,23.81,4.0,2.0,0.0,2.0,0.0,3.0,0.5,1.0,0.0,0.0,0.33,0.0,-1
4.0,0.0,0.0,0.0,4.0,3.0,5.0,4.0,6.0,8.0,10.0,20.0,0.3,3.33,66.67,0.01,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.25,1.0,-1
4.0,0.0,0.0,0.0,4.0,3.0,5.0,4.0,6.0,8.0,10.0,20.0,0.3,3.33,66.67,0.01,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.25,1.0,-1
3.0,0.0,0.0,0.0,3.0,3.0,5.0,4.0,6.0,8.0,10.0,20.0,0.3,3.33,66.67,0.01,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.33,1.0,-1
3.0,0.0,0.0,0.0,3.0,4.0,5.0,5.0,6.0,9.0,11.0,24.0,0.32,3.13,75.0,0.01,4.17,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.33,1.0,-1
3.0,0.0,0.0,0.0,3.0,4.0,5.0,5.0,6.0,9.0,11.0,24.0,0.32,3.13,75.0,0.01,4.17,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.33,1.0,-1
3.0,0.0,0.0,0.0,3.0,4.0,5.0,5.0,6.0,9.0,11.0,24.0,0.32,3.13,75.0,0.01,4.17,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.33,1.0,-1
11.0,0.0,1.0,0.0,10.0,9.0,12.0,17.0,25.0,21.0,42.0,127.0,0.09,11.11,1411.11,0.04,78.4,4.0,2.0,0.0,1.0,0.0,3.0,0.3,2.0,0.0,0.0,0.27,0.0,1
35.0,0.0,29.0,0.0,6.0,31.0,7.0,35.0,40.0,38.0,75.0,272.0,0.25,4.0,1088.0,0.09,60.44,0.0,0.0,5.0,0.0,0.0,1.0,0.17,0.0,5.0,5.0,0.03,0.0,-1
22.0,0.0,9.0,1.0,13.0,13.0,13.0,27.0,47.0,26.0,74.0,241.0,0.07,14.29,3442.86,0.08,191.27,12.0,6.0,1.0,5.0,1.0,6.0,0.46,1.2,1.0,0.17,0.27,0.0,-1
10.0,0.0,2.0,0.0,8.0,8.0,11.0,14.0,24.0,19.0,38.0,111.0,0.1,10.0,1110.0,0.04,61.67,6.0,3.0,0.0,2.0,0.0,4.0,0.5,1.5,0.0,0.0,0.4,0.0,1
21.0,0.0,7.0,0.0,14.0,11.0,9.0,25.0,39.0,20.0,64.0,191.0,0.1,10.0,1910.0,0.06,106.11,10.0,5.0,0.0,5.0,2.0,4.0,0.29,1.0,0.0,0.0,0.19,0.0,1
21.0,0.0,5.0,0.0,16.0,17.0,11.0,40.0,50.0,28.0,90.0,299.0,0.08,12.5,3737.5,0.1,207.64,4.0,2.0,6.0,0.0,0.0,3.0,0.19,0.0,6.0,2.0,0.14,0.0,-1
10.0,0.0,3.0,0.0,7.0,9.0,7.0,16.0,18.0,16.0,34.0,94.0,0.16,6.25,587.5,0.03,32.64,0.0,0.0,2.0,0.0,0.0,1.0,0.14,0.0,2.0,2.0,0.1,1.0,-1
9.0,0.0,4.0,0.0,5.0,4.0,3.0,4.0,9.0,7.0,13.0,25.0,0.67,1.49,37.31,0.01,2.07,0.0,0.0,3.0,0.0,0.0,1.0,0.2,0.0,3.0,3.0,0.11,0.0,-1
19.0,0.0,7.0,0.0,12.0,15.0,9.0,19.0,31.0,24.0,50.0,158.0,0.18,5.56,877.78,0.05,48.77,10.0,5.0,2.0,5.0,2.0,4.0,0.33,1.0,2.0,0.5,0.21,0.0,1
60.0,9.0,30.0,0.0,21.0,33.0,9.0,40.0,70.0,42.0,110.0,411.0,0.18,5.56,2283.33,0.14,126.85,10.0,5.0,19.0,4.0,1.0,5.0,0.24,1.25,19.0,3.8,0.08,0.0,-1
10.0,0.0,0.0,0.0,10.0,7.0,8.0,16.0,21.0,15.0,37.0,100.0,0.11,9.09,909.09,0.03,50.51,2.0,1.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.2,0.0,-1
19.0,1.0,4.0,0.0,14.0,10.0,8.0,15.0,27.0,18.0,42.0,121.0,0.17,5.88,711.76,0.04,39.54,4.0,2.0,5.0,1.0,0.0,3.0,0.21,2.0,5.0,1.67,0.16,0.0,-1
36.0,4.0,5.0,0.0,27.0,15.0,7.0,41.0,59.0,22.0,100.0,309.0,0.1,10.0,3090.0,0.1,171.67,10.0,5.0,11.0,0.0,0.0,6.0,0.22,0.0,11.0,1.83,0.17,0.0,-1
8.0,0.0,3.0,0.0,5.0,6.0,6.0,7.0,11.0,12.0,18.0,44.0,0.29,3.45,151.72,0.01,8.43,4.0,2.0,1.0,1.0,0.0,3.0,0.6,2.0,1.0,0.33,0.38,1.0,-1
3.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.33,0.0,-1
38.0,0.0,13.0,1.0,25.0,23.0,13.0,47.0,68.0,36.0,115.0,412.0,0.08,12.5,5150.0,0.14,286.11,10.0,5.0,9.0,3.0,1.0,5.0,0.2,1.67,9.0,1.8,0.13,0.0,-1
54.0,0.0,19.0,0.0,35.0,40.0,13.0,79.0,112.0,53.0,191.0,758.0,0.08,12.5,9475.0,0.25,526.39,24.0,12.0,4.0,9.0,1.0,11.0,0.31,1.33,4.0,0.36,0.2,0.0,-1
55.0,0.0,13.0,0.0,42.0,43.0,13.0,79.0,108.0,56.0,187.0,752.0,0.08,12.5,9400.0,0.25,522.22,20.0,10.0,3.0,8.0,2.0,7.0,0.17,1.25,3.0,0.43,0.13,1.0,-1
14.0,2.0,8.0,0.0,4.0,15.0,5.0,19.0,22.0,20.0,41.0,122.0,0.32,3.13,381.25,0.04,21.18,0.0,0.0,5.0,0.0,0.0,1.0,0.25,0.0,5.0,5.0,0.07,0.0,-1
72.0,0.0,23.0,1.0,49.0,47.0,15.0,109.0,158.0,62.0,267.0,1101.0,0.06,16.67,18350.0,0.37,1019.44,32.0,16.0,10.0,11.0,2.0,13.0,0.27,1.45,10.0,0.77,0.18,1.0,-1
7.0,0.0,4.0,0.0,3.0,5.0,3.0,7.0,9.0,8.0,16.0,33.0,0.48,2.08,68.75,0.01,3.82,0.0,0.0,3.0,0.0,0.0,1.0,0.33,0.0,3.0,3.0,0.14,0.0,-1
35.0,0.0,13.0,0.0,22.0,28.0,13.0,49.0,71.0,41.0,120.0,445.0,0.09,11.11,4944.44,0.15,274.69,14.0,7.0,4.0,4.0,1.0,6.0,0.27,1.75,4.0,0.67,0.17,0.0,-1
37.0,0.0,13.0,1.0,24.0,33.0,15.0,56.0,79.0,48.0,135.0,522.0,0.08,12.5,6525.0,0.17,362.5,12.0,6.0,6.0,4.0,1.0,5.0,0.21,1.5,6.0,1.2,0.14,1.0,-1
39.0,0.0,14.0,1.0,25.0,34.0,15.0,62.0,88.0,49.0,150.0,583.0,0.07,14.29,8328.57,0.19,462.7,14.0,7.0,7.0,4.0,1.0,6.0,0.24,1.75,7.0,1.17,0.15,1.0,-1
13.0,0.0,9.0,0.0,4.0,7.0,4.0,15.0,17.0,11.0,32.0,76.0,0.23,4.35,330.43,0.03,18.36,0.0,0.0,4.0,0.0,0.0,1.0,0.25,0.0,4.0,4.0,0.08,0.0,-1
12.0,0.0,4.0,0.0,8.0,9.0,8.0,13.0,22.0,17.0,35.0,99.0,0.17,5.88,582.35,0.03,32.35,2.0,1.0,2.0,0.0,0.0,2.0,0.25,0.0,2.0,1.0,0.17,0.0,-1
4.0,0.0,0.0,0.0,4.0,4.0,6.0,6.0,7.0,10.0,13.0,29.0,0.22,4.55,131.82,0.01,7.32,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.25,2.0,-1
4.0,0.0,0.0,0.0,4.0,3.0,5.0,4.0,6.0,8.0,10.0,20.0,0.3,3.33,66.67,0.01,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.25,1.0,-1
27.0,0.0,10.0,0.0,17.0,15.0,9.0,36.0,48.0,24.0,84.0,266.0,0.09,11.11,2955.56,0.09,164.2,8.0,4.0,5.0,4.0,1.0,4.0,0.24,1.0,5.0,1.25,0.15,0.0,-1
31.0,0.0,11.0,0.0,20.0,17.0,8.0,46.0,66.0,25.0,112.0,360.0,0.09,11.11,4000.0,0.12,222.22,8.0,4.0,12.0,0.0,0.0,5.0,0.25,0.0,12.0,2.4,0.16,0.0,-1
8.0,0.0,0.0,0.0,8.0,6.0,3.0,7.0,13.0,9.0,20.0,43.0,0.57,1.75,75.44,0.01,4.19,0.0,0.0,5.0,0.0,0.0,1.0,0.13,0.0,5.0,5.0,0.13,0.0,-1
10.0,0.0,7.0,0.0,3.0,7.0,3.0,7.0,15.0,10.0,22.0,50.0,0.67,1.49,74.63,0.02,4.15,0.0,0.0,6.0,0.0,0.0,1.0,0.33,0.0,6.0,6.0,0.1,0.0,-1
79.0,5.0,26.0,2.0,48.0,34.0,10.0,70.0,110.0,44.0,180.0,681.0,0.1,10.0,6810.0,0.23,378.33,24.0,12.0,7.0,12.0,4.0,9.0,0.19,1.0,7.0,0.78,0.11,0.0,-1
21.0,2.0,9.0,0.0,10.0,9.0,7.0,15.0,27.0,16.0,42.0,116.0,0.17,5.88,682.35,0.04,37.91,4.0,2.0,3.0,2.0,0.0,3.0,0.3,1.0,3.0,1.0,0.14,0.0,-1
34.0,0.0,5.0,0.0,29.0,18.0,11.0,35.0,58.0,29.0,93.0,313.0,0.09,11.11,3477.78,0.1,193.21,22.0,11.0,0.0,11.0,1.0,10.0,0.34,1.0,0.0,0.0,0.29,0.0,-1
6.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,11.0,12.0,17.0,42.0,0.33,3.03,127.27,0.01,7.07,4.0,2.0,1.0,2.0,1.0,2.0,0.33,1.0,1.0,0.5,0.33,0.0,-1
26.0,0.0,3.0,0.0,23.0,14.0,9.0,24.0,42.0,23.0,66.0,206.0,0.13,7.69,1584.62,0.07,88.03,16.0,8.0,1.0,8.0,3.0,6.0,0.26,1.0,1.0,0.17,0.23,0.0,-1
58.0,0.0,8.0,0.0,50.0,26.0,15.0,66.0,108.0,41.0,174.0,646.0,0.05,20.0,12920.0,0.22,717.78,36.0,18.0,9.0,18.0,4.0,14.0,0.28,1.0,9.0,0.64,0.24,1.0,-1
36.0,0.0,5.0,0.0,31.0,20.0,11.0,37.0,60.0,31.0,97.0,333.0,0.1,10.0,3330.0,0.11,185.0,26.0,13.0,0.0,13.0,1.0,12.0,0.39,1.0,0.0,0.0,0.33,0.0,-1
6.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,11.0,12.0,17.0,42.0,0.33,3.03,127.27,0.01,7.07,4.0,2.0,1.0,2.0,1.0,2.0,0.33,1.0,1.0,0.5,0.33,0.0,-1
26.0,0.0,3.0,0.0,23.0,14.0,9.0,24.0,42.0,23.0,66.0,206.0,0.13,7.69,1584.62,0.07,88.03,16.0,8.0,1.0,8.0,3.0,6.0,0.26,1.0,1.0,0.17,0.23,0.0,-1
60.0,0.0,8.0,0.0,52.0,26.0,16.0,71.0,114.0,42.0,185.0,691.0,0.05,20.0,13820.0,0.23,767.78,38.0,19.0,9.0,19.0,4.0,15.0,0.29,1.0,9.0,0.6,0.25,1.0,1
4.0,0.0,2.0,0.0,2.0,5.0,4.0,5.0,7.0,9.0,12.0,26.0,0.5,2.0,52.0,0.01,2.89,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.25,0.0,-1
3.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,5.0,6.0,7.0,12.0,0.5,2.0,24.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.33,0.0,-1
3.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,5.0,6.0,7.0,12.0,0.5,2.0,24.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.33,0.0,-1
60.0,0.0,8.0,0.0,52.0,26.0,16.0,70.0,113.0,42.0,183.0,683.0,0.05,20.0,13660.0,0.23,758.89,38.0,19.0,9.0,19.0,4.0,15.0,0.29,1.0,9.0,0.6,0.25,1.0,-1
48.0,0.0,7.0,0.0,41.0,22.0,11.0,51.0,84.0,33.0,135.0,472.0,0.08,12.5,5900.0,0.16,327.78,30.0,15.0,0.0,15.0,1.0,14.0,0.34,1.0,0.0,0.0,0.29,0.0,-1
6.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,11.0,12.0,17.0,42.0,0.33,3.03,127.27,0.01,7.07,4.0,2.0,1.0,2.0,1.0,2.0,0.33,1.0,1.0,0.5,0.33,0.0,-1
26.0,0.0,3.0,0.0,23.0,14.0,9.0,24.0,42.0,23.0,66.0,206.0,0.13,7.69,1584.62,0.07,88.03,16.0,8.0,1.0,8.0,3.0,6.0,0.26,1.0,1.0,0.17,0.23,0.0,-1
95.0,0.0,13.0,0.0,82.0,36.0,19.0,118.0,184.0,55.0,302.0,1210.0,0.03,33.33,40333.33,0.4,2240.74,76.0,38.0,13.0,38.0,10.0,28.0,0.34,1.0,13.0,0.46,0.29,1.0,1
32.0,0.0,5.0,0.0,27.0,16.0,11.0,33.0,56.0,27.0,89.0,293.0,0.09,11.11,3255.56,0.1,180.86,18.0,9.0,0.0,9.0,1.0,8.0,0.3,1.0,0.0,0.0,0.25,0.0,-1
6.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,11.0,12.0,17.0,42.0,0.33,3.03,127.27,0.01,7.07,4.0,2.0,1.0,2.0,1.0,2.0,0.33,1.0,1.0,0.5,0.33,0.0,-1
26.0,0.0,3.0,0.0,23.0,14.0,9.0,24.0,42.0,23.0,66.0,206.0,0.13,7.69,1584.62,0.07,88.03,16.0,8.0,1.0,8.0,3.0,6.0,0.26,1.0,1.0,0.17,0.23,0.0,-1
34.0,0.0,6.0,0.0,28.0,18.0,13.0,34.0,59.0,31.0,93.0,319.0,0.08,12.5,3987.5,0.11,221.53,20.0,10.0,4.0,10.0,2.0,8.0,0.29,1.0,4.0,0.5,0.24,1.0,-1
38.0,0.0,5.0,0.0,33.0,22.0,11.0,39.0,62.0,33.0,101.0,353.0,0.1,10.0,3530.0,0.12,196.11,30.0,15.0,0.0,15.0,1.0,14.0,0.42,1.0,0.0,0.0,0.37,0.0,-1
6.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,11.0,12.0,17.0,42.0,0.33,3.03,127.27,0.01,7.07,4.0,2.0,1.0,2.0,1.0,2.0,0.33,1.0,1.0,0.5,0.33,0.0,-1
26.0,0.0,3.0,0.0,23.0,14.0,9.0,24.0,42.0,23.0,66.0,206.0,0.13,7.69,1584.62,0.07,88.03,16.0,8.0,1.0,8.0,3.0,6.0,0.26,1.0,1.0,0.17,0.23,0.0,-1
34.0,0.0,6.0,0.0,28.0,18.0,13.0,34.0,59.0,31.0,93.0,319.0,0.08,12.5,3987.5,0.11,221.53,20.0,10.0,4.0,10.0,2.0,8.0,0.29,1.0,4.0,0.5,0.24,1.0,-1
40.0,0.0,6.0,0.0,34.0,19.0,11.0,42.0,70.0,30.0,112.0,380.0,0.08,12.5,4750.0,0.13,263.89,24.0,12.0,0.0,12.0,1.0,11.0,0.32,1.0,0.0,0.0,0.28,0.0,-1
3.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,5.0,6.0,7.0,12.0,0.5,2.0,24.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.33,0.0,-1
4.0,0.0,0.0,0.0,4.0,3.0,5.0,4.0,7.0,8.0,11.0,22.0,0.3,3.33,73.33,0.01,4.07,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.25,0.0,-1
95.0,0.0,13.0,0.0,82.0,36.0,19.0,118.0,184.0,55.0,302.0,1210.0,0.03,33.33,40333.33,0.4,2240.74,76.0,38.0,13.0,38.0,10.0,28.0,0.34,1.0,13.0,0.46,0.29,1.0,-1
40.0,0.0,5.0,0.0,35.0,24.0,11.0,41.0,64.0,35.0,105.0,373.0,0.11,9.09,3390.91,0.12,188.38,34.0,17.0,0.0,17.0,1.0,16.0,0.46,1.0,0.0,0.0,0.4,0.0,-1
6.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,11.0,12.0,17.0,42.0,0.33,3.03,127.27,0.01,7.07,4.0,2.0,1.0,2.0,1.0,2.0,0.33,1.0,1.0,0.5,0.33,0.0,-1
26.0,0.0,3.0,0.0,23.0,14.0,9.0,24.0,42.0,23.0,66.0,206.0,0.13,7.69,1584.62,0.07,88.03,16.0,8.0,1.0,8.0,3.0,6.0,0.26,1.0,1.0,0.17,0.23,0.0,-1
34.0,0.0,6.0,0.0,28.0,18.0,13.0,34.0,59.0,31.0,93.0,319.0,0.08,12.5,3987.5,0.11,221.53,20.0,10.0,4.0,10.0,2.0,8.0,0.29,1.0,4.0,0.5,0.24,1.0,-1
12.0,0.0,3.0,0.0,9.0,11.0,15.0,22.0,32.0,26.0,54.0,175.0,0.07,14.29,2500.0,0.06,138.89,8.0,4.0,0.0,3.0,1.0,4.0,0.44,1.33,0.0,0.0,0.33,2.0,-1
3.0,0.0,0.0,0.0,3.0,5.0,6.0,5.0,8.0,11.0,13.0,31.0,0.33,3.03,93.94,0.01,5.22,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.33,3.0,-1
18.0,0.0,3.0,0.0,15.0,10.0,15.0,31.0,46.0,25.0,77.0,247.0,0.04,25.0,6175.0,0.08,343.06,12.0,6.0,0.0,5.0,1.0,6.0,0.4,1.2,0.0,0.0,0.33,2.0,-1
8.0,0.0,0.0,0.0,8.0,7.0,7.0,8.0,14.0,14.0,22.0,58.0,0.25,4.0,232.0,0.02,12.89,4.0,2.0,0.0,2.0,1.0,2.0,0.25,1.0,0.0,0.0,0.25,1.0,-1
2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,-1
2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,-1
2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,-1
4.0,0.0,0.0,0.0,4.0,2.0,5.0,3.0,7.0,7.0,10.0,19.0,0.27,3.7,70.37,0.01,3.91,2.0,1.0,0.0,1.0,0.0,2.0,0.5,1.0,0.0,0.0,0.5,0.0,-1
2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,-1
